accessions|canonical_accession|id|is_canonical|is_isoform|isoform_name|protein_name|source|source_url
"[""A6NGA0"", ""Q12985"", ""Q14009"", ""Q14044"", ""Q14045"", ""Q14046"", ""Q14047"", ""Q14056"", ""Q14058"", ""Q16672"", ""Q1JQ82"", ""Q2V4X7"", ""Q6LBY1"", ""Q6LBY2"", ""Q6LBY3"", ""Q96IT5"", ""Q99227"", ""Q9UE38"", ""Q9UE39"", ""Q9UE40"", ""Q9UE41"", ""Q9UE42"", ""Q9UE43""]"||P02458|True|||CO2A1|UniProt|https://www.uniprot.org/
|P02458|P02458-2||True|2|CO2A1|UniProt|https://www.uniprot.org/
|P02458|P02458-1||True|1|CO2A1|UniProt|https://www.uniprot.org/
|P02458|P02458-3||True|3|CO2A1|UniProt|https://www.uniprot.org/
"[""B4DPF3"", ""B4DV20"", ""E9PFN7"", ""O19694"", ""Q13904""]"||P06681|True|||CO2|UniProt|https://www.uniprot.org/
|P06681|P06681-1||True|1|CO2|UniProt|https://www.uniprot.org/
|P06681|P06681-2||True|2|CO2|UniProt|https://www.uniprot.org/
|P06681|P06681-3||True|3|CO2|UniProt|https://www.uniprot.org/
"[""D2JYH5"", ""D3DPH4"", ""P78429"", ""Q15112"", ""Q16403"", ""Q53S91"", ""Q541P8"", ""Q6LDB3"", ""Q6LDJ2"", ""Q6LDJ3"", ""Q7KZ56"", ""Q8N6U4"", ""Q9UC88"", ""Q9UC89"", ""Q9UC90"", ""Q9UC91"", ""R4N3C5"", ""V9GZI1""]"||P02461|True|||CO3A1|UniProt|https://www.uniprot.org/
|P02461|P02461-1||True|1|CO3A1|UniProt|https://www.uniprot.org/
|P02461|P02461-2||True|2|CO3A1|UniProt|https://www.uniprot.org/
"[""A7E236""]"||P01024|True|||CO3|UniProt|https://www.uniprot.org/
"[""A7E2W4"", ""B1AM70"", ""F5H5K0"", ""Q1P9S9"", ""Q5VWF6"", ""Q86X41"", ""Q8NF88"", ""Q9NYC5""]"||P02462|True|||CO4A1|UniProt|https://www.uniprot.org/
|P02462|P02462-1||True|1|CO4A1|UniProt|https://www.uniprot.org/
|P02462|P02462-2||True|2|CO4A1|UniProt|https://www.uniprot.org/
"[""Q14052"", ""Q548C3"", ""Q5VZA9"", ""Q66K23""]"||P08572|True|||CO4A2|UniProt|https://www.uniprot.org/
"[""Q53QQ1"", ""Q53R14"", ""Q53RW8"", ""Q9BQT2"", ""Q9NYC4"", ""Q9UDJ9"", ""Q9UDK9"", ""Q9UDL0"", ""Q9UDL1""]"||Q01955|True|||CO4A3|UniProt|https://www.uniprot.org/
|Q01955|Q01955-1||True|1|CO4A3|UniProt|https://www.uniprot.org/
|Q01955|Q01955-2||True|2|CO4A3|UniProt|https://www.uniprot.org/
|Q01955|Q01955-3||True|3|CO4A3|UniProt|https://www.uniprot.org/
|Q01955|Q01955-4||True|4|CO4A3|UniProt|https://www.uniprot.org/
|Q01955|Q01955-5||True|5|CO4A3|UniProt|https://www.uniprot.org/
"[""A8MTZ1"", ""Q53RW9"", ""Q53S42"", ""Q53WR1""]"||P53420|True|||CO4A4|UniProt|https://www.uniprot.org/
"[""Q16006"", ""Q16126"", ""Q6LD84"", ""Q7Z700"", ""Q9NUB7""]"||P29400|True|||CO4A5|UniProt|https://www.uniprot.org/
|P29400|P29400-1||True|1|CO4A5|UniProt|https://www.uniprot.org/
|P29400|P29400-2||True|2|CO4A5|UniProt|https://www.uniprot.org/
"[""Q12823"", ""Q14053"", ""Q5JYH6"", ""Q5JYH8"", ""Q9NQM5"", ""Q9NTX3"", ""Q9UJ76"", ""Q9UMG6"", ""Q9Y4L4""]"||Q14031|True|||CO4A6|UniProt|https://www.uniprot.org/
|Q14031|Q14031-1||True|A|CO4A6|UniProt|https://www.uniprot.org/
|Q14031|Q14031-2||True|B|CO4A6|UniProt|https://www.uniprot.org/
"[""A6H8M8"", ""A6NHJ5"", ""A7E2V2"", ""B0QZR6"", ""B0V2C8"", ""B2RUT6"", ""B7ZVZ6"", ""P01028"", ""P78445"", ""Q13160"", ""Q13906"", ""Q14033"", ""Q14835"", ""Q4LE82"", ""Q5JNX2"", ""Q5JQM8"", ""Q6P4R1"", ""Q6U2E5"", ""Q6U2E8"", ""Q6U2F0"", ""Q6U2F3"", ""Q6U2F4"", ""Q6U2F6"", ""Q6U2F8"", ""Q6U2G0"", ""Q96EG2"", ""Q96SA8"", ""Q9NPK5"", ""Q9UIP5""]"||P0C0L4|True|||CO4A|UniProt|https://www.uniprot.org/
|P0C0L4|P0C0L4-1||True|1|CO4A|UniProt|https://www.uniprot.org/
|P0C0L4|P0C0L4-2||True|2|CO4A|UniProt|https://www.uniprot.org/
"[""A2BHY4"", ""P01028"", ""P78445"", ""Q13160"", ""Q13906"", ""Q14033"", ""Q14835"", ""Q6U2E9"", ""Q6U2G1"", ""Q6U2I5"", ""Q6U2L1"", ""Q6U2L7"", ""Q6U2L9"", ""Q6U2M5"", ""Q6VCV8"", ""Q96SA7"", ""Q9NPK5"", ""Q9UIP5""]"||P0C0L5|True|||CO4B|UniProt|https://www.uniprot.org/
"[""A0A087WXW9"", ""Q15094"", ""Q5SUX4""]"||P20908|True|||CO5A1|UniProt|https://www.uniprot.org/
|P20908|P20908-1||True|1|CO5A1|UniProt|https://www.uniprot.org/
|P20908|P20908-2||True|2|CO5A1|UniProt|https://www.uniprot.org/
"[""P78440"", ""Q13908"", ""Q53WR4"", ""Q59GR4"", ""Q6LDJ5"", ""Q7KZ55"", ""Q86XF6"", ""Q96QB0"", ""Q96QB3""]"||P05997|True|||CO5A2|UniProt|https://www.uniprot.org/
"[""Q9NZQ6""]"||P25940|True|||CO5A3|UniProt|https://www.uniprot.org/
"[""Q14CJ0"", ""Q27I61""]"||P01031|True|||CO5|UniProt|https://www.uniprot.org/
"[""O00117"", ""O00118"", ""Q14040"", ""Q14041"", ""Q16258"", ""Q7Z645"", ""Q9BSA8""]"||P12109|True|||CO6A1|UniProt|https://www.uniprot.org/
"[""Q13909"", ""Q13910"", ""Q13911"", ""Q14048"", ""Q14049"", ""Q16259"", ""Q16597"", ""Q6P0Q1"", ""Q9UML3"", ""Q9Y4S8""]"||P12110|True|||CO6A2|UniProt|https://www.uniprot.org/
|P12110|P12110-1||True|2C2|CO6A2|UniProt|https://www.uniprot.org/
|P12110|P12110-2||True|2C2A|CO6A2|UniProt|https://www.uniprot.org/
|P12110|P12110-3||True|2C2A|CO6A2|UniProt|https://www.uniprot.org/
"[""A8MT30"", ""B4E3U5"", ""B7ZMJ7"", ""E9PFQ6"", ""E9PGQ9"", ""Q16501"", ""Q53QF4"", ""Q53QF6""]"||P12111|True|||CO6A3|UniProt|https://www.uniprot.org/
|P12111|P12111-1||True|1|CO6A3|UniProt|https://www.uniprot.org/
|P12111|P12111-2||True|2|CO6A3|UniProt|https://www.uniprot.org/
|P12111|P12111-3||True|3|CO6A3|UniProt|https://www.uniprot.org/
|P12111|P12111-4||True|4|CO6A3|UniProt|https://www.uniprot.org/
|P12111|P12111-5||True|5|CO6A3|UniProt|https://www.uniprot.org/
"[""A9J6L2"", ""A9J6L4"", ""A9J6L6"", ""A9J6L7"", ""A9J6M0"", ""A9J6M1"", ""A9J6M2"", ""B5MEA7"", ""Q6ZW26"", ""Q8NA36""]"||A8TX70|True|||CO6A5|UniProt|https://www.uniprot.org/
|A8TX70|A8TX70-1||True|1|CO6A5|UniProt|https://www.uniprot.org/
|A8TX70|A8TX70-2||True|2|CO6A5|UniProt|https://www.uniprot.org/
"[""A7DZQ0"", ""A7DZQ1"", ""A7DZQ2"", ""Q69YT0""]"||A6NMZ7|True|||CO6A6|UniProt|https://www.uniprot.org/
|A6NMZ7|A6NMZ7-1||True|1|CO6A6|UniProt|https://www.uniprot.org/
|A6NMZ7|A6NMZ7-2||True|2|CO6A6|UniProt|https://www.uniprot.org/
||P13671|True|||CO6|UniProt|https://www.uniprot.org/
"[""Q9P118""]"||O14548|True|||CO72L|UniProt|https://www.uniprot.org/
"[""Q14054"", ""Q16507""]"||Q02388|True|||CO7A1|UniProt|https://www.uniprot.org/
|Q02388|Q02388-1||True|1|CO7A1|UniProt|https://www.uniprot.org/
|Q02388|Q02388-2||True|2|CO7A1|UniProt|https://www.uniprot.org/
"[""A8K2T4"", ""Q6P3T5"", ""Q92489""]"||P10643|True|||CO7|UniProt|https://www.uniprot.org/
"[""D3DN42"", ""Q53XI6"", ""Q96D07""]"||P27658|True|||CO8A1|UniProt|https://www.uniprot.org/
"[""Q5JV31"", ""Q8TEJ5""]"||P25067|True|||CO8A2|UniProt|https://www.uniprot.org/
"[""A2RUI4"", ""A2RUI5"", ""Q13668"", ""Q9H130""]"||P07357|True|||CO8A|UniProt|https://www.uniprot.org/
"[""A1L4K7""]"||P07358|True|||CO8B|UniProt|https://www.uniprot.org/
"[""Q14CT8"", ""Q14CU0"", ""Q5SQ07""]"||P07360|True|||CO8G|UniProt|https://www.uniprot.org/
"[""Q13699"", ""Q13700"", ""Q5TF52"", ""Q6P467"", ""Q96BM8"", ""Q99225"", ""Q9H151"", ""Q9H152"", ""Q9Y6P2"", ""Q9Y6P3""]"||P20849|True|||CO9A1|UniProt|https://www.uniprot.org/
|P20849|P20849-1||True|1|CO9A1|UniProt|https://www.uniprot.org/
|P20849|P20849-2||True|2|CO9A1|UniProt|https://www.uniprot.org/
|P20849|P20849-3||True|3|CO9A1|UniProt|https://www.uniprot.org/
"[""B2RMP9""]"||Q14055|True|||CO9A2|UniProt|https://www.uniprot.org/
"[""Q13681"", ""Q9H4G9"", ""Q9UPE2""]"||Q14050|True|||CO9A3|UniProt|https://www.uniprot.org/
||P02748|True|||CO9|UniProt|https://www.uniprot.org/
"[""A6NJU8"", ""A8KAH8"", ""Q9HAB7"", ""Q9NVD2""]"||Q9GZY4|True|||COA1|UniProt|https://www.uniprot.org/
"[""A8K498""]"||Q9Y2R0|True|||COA3|UniProt|https://www.uniprot.org/
"[""B2RAA0"", ""Q69YU4""]"||Q9NYJ1|True|||COA4|UniProt|https://www.uniprot.org/
|Q9NYJ1|Q9NYJ1-1||True|1|COA4|UniProt|https://www.uniprot.org/
|Q9NYJ1|Q9NYJ1-2||True|2|COA4|UniProt|https://www.uniprot.org/
||Q86WW8|True|||COA5|UniProt|https://www.uniprot.org/
"[""Q5JTJ2"", ""Q5JTJ4"", ""Q8TA88""]"||Q5JTJ3|True|||COA6|UniProt|https://www.uniprot.org/
|Q5JTJ3|Q5JTJ3-1||True|1|COA6|UniProt|https://www.uniprot.org/
|Q5JTJ3|Q5JTJ3-2||True|2|COA6|UniProt|https://www.uniprot.org/
|Q5JTJ3|Q5JTJ3-3||True|3|COA6|UniProt|https://www.uniprot.org/
"[""Q0P6I7"", ""Q9H9Z9""]"||Q96BR5|True|||COA7|UniProt|https://www.uniprot.org/
"[""H7C2Z1"", ""Q53G28""]"||Q96IL0|True|||COA8|UniProt|https://www.uniprot.org/
|Q96IL0|Q96IL0-1||True|1|COA8|UniProt|https://www.uniprot.org/
|Q96IL0|Q96IL0-2||True|2|COA8|UniProt|https://www.uniprot.org/
"[""A1L4P2""]"||Q03692|True|||COAA1|UniProt|https://www.uniprot.org/
"[""Q96SX0"", ""Q9HC17""]"||Q96CD2|True|||COAC|UniProt|https://www.uniprot.org/
|Q96CD2|Q96CD2-1||True|1|COAC|UniProt|https://www.uniprot.org/
|Q96CD2|Q96CD2-2||True|2|COAC|UniProt|https://www.uniprot.org/
||Q5SY13|True|||COAS1|UniProt|https://www.uniprot.org/
"[""B2RA78"", ""B4DLU0"", ""Q6GS23"", ""Q8NBM7"", ""Q8NEW1"", ""Q8WXD4"", ""Q9NRM3""]"||Q13057|True|||COASY|UniProt|https://www.uniprot.org/
|Q13057|Q13057-1||True|1|COASY|UniProt|https://www.uniprot.org/
|Q13057|Q13057-2||True|2|COASY|UniProt|https://www.uniprot.org/
"[""B1ASK7"", ""D3DT73"", ""E9PCU0"", ""Q14034"", ""Q149N0"", ""Q9UIT4"", ""Q9UIT5"", ""Q9UIT6""]"||P12107|True|||COBA1|UniProt|https://www.uniprot.org/
|P12107|P12107-1||True|A|COBA1|UniProt|https://www.uniprot.org/
|P12107|P12107-2||True|B|COBA1|UniProt|https://www.uniprot.org/
|P12107|P12107-3||True|C|COBA1|UniProt|https://www.uniprot.org/
|P12107|P12107-4||True|4|COBA1|UniProt|https://www.uniprot.org/
"[""A6NLX2"", ""E7ER90"", ""Q07751"", ""Q13271"", ""Q13272"", ""Q13273"", ""Q5JP94"", ""Q5SUI8"", ""Q7Z6C3"", ""Q99866"", ""Q9UIP9""]"||P13942|True|||COBA2|UniProt|https://www.uniprot.org/
|P13942|P13942-1||True|1|COBA2|UniProt|https://www.uniprot.org/
|P13942|P13942-2||True|2|COBA2|UniProt|https://www.uniprot.org/
|P13942|P13942-3||True|3|COBA2|UniProt|https://www.uniprot.org/
|P13942|P13942-4||True|4|COBA2|UniProt|https://www.uniprot.org/
|P13942|P13942-5||True|5|COBA2|UniProt|https://www.uniprot.org/
|P13942|P13942-6||True|6|COBA2|UniProt|https://www.uniprot.org/
|P13942|P13942-7||True|7|COBA2|UniProt|https://www.uniprot.org/
|P13942|P13942-8||True|8|COBA2|UniProt|https://www.uniprot.org/
|P13942|P13942-9||True|9|COBA2|UniProt|https://www.uniprot.org/
"[""A6NMZ3"", ""Q6IQ33"", ""Q7Z3I6"", ""Q9BRH4"", ""Q9UG88"", ""Q9Y2I3""]"||Q53SF7|True|||COBL1|UniProt|https://www.uniprot.org/
|Q53SF7|Q53SF7-4||True|4|COBL1|UniProt|https://www.uniprot.org/
|Q53SF7|Q53SF7-2||True|2|COBL1|UniProt|https://www.uniprot.org/
|Q53SF7|Q53SF7-3||True|3|COBL1|UniProt|https://www.uniprot.org/
"[""A4D257"", ""A7E2B0"", ""B7ZLW9"", ""B9EGF8"", ""Q2T9J3"", ""Q504Y4"", ""Q86XA7"", ""Q8N304"", ""Q8TCM1""]"||O75128|True|||COBL|UniProt|https://www.uniprot.org/
|O75128|O75128-1||True|1|COBL|UniProt|https://www.uniprot.org/
|O75128|O75128-2||True|2|COBL|UniProt|https://www.uniprot.org/
|O75128|O75128-3||True|3|COBL|UniProt|https://www.uniprot.org/
|O75128|O75128-4||True|4|COBL|UniProt|https://www.uniprot.org/
|O75128|O75128-5||True|5|COBL|UniProt|https://www.uniprot.org/
|O75128|O75128-6||True|6|COBL|UniProt|https://www.uniprot.org/
|O75128|O75128-7||True|7|COBL|UniProt|https://www.uniprot.org/
"[""O43853"", ""Q15955"", ""Q5VYK1"", ""Q5VYK2"", ""Q71UR3"", ""Q99716""]"||Q99715|True|||COCA1|UniProt|https://www.uniprot.org/
|Q99715|Q99715-1||True|1|COCA1|UniProt|https://www.uniprot.org/
|Q99715|Q99715-2||True|2|COCA1|UniProt|https://www.uniprot.org/
|Q99715|Q99715-4||True|4|COCA1|UniProt|https://www.uniprot.org/
"[""A8K9K9"", ""D3DS84"", ""Q96IU6""]"||O43405|True|||COCH|UniProt|https://www.uniprot.org/
|O43405|O43405-1||True|1|COCH|UniProt|https://www.uniprot.org/
|O43405|O43405-2||True|2|COCH|UniProt|https://www.uniprot.org/
"[""A6NFR5"", ""B9EGD2"", ""E7EWL8"", ""Q13992"", ""Q13993"", ""Q13994"", ""Q13995"", ""Q13996"", ""Q5TAT4"", ""Q5TAT5"", ""Q7KZ33"", ""Q7KZ49"", ""Q99228"", ""Q9NQ52""]"||Q5TAT6|True|||CODA1|UniProt|https://www.uniprot.org/
|Q5TAT6|Q5TAT6-1||True|1 {ECO:0000269PubMed:11013208}|CODA1|UniProt|https://www.uniprot.org/
|Q5TAT6|Q5TAT6-2||True|2 {ECO:0000269PubMed:15164054}|CODA1|UniProt|https://www.uniprot.org/
|Q5TAT6|Q5TAT6-3||True|3 {ECO:0000269PubMed:15164054}|CODA1|UniProt|https://www.uniprot.org/
|Q5TAT6|Q5TAT6-4||True|4 {ECO:0000269PubMed:1698771}|CODA1|UniProt|https://www.uniprot.org/
|Q5TAT6|Q5TAT6-5||True|5 {ECO:0000269PubMed:3547403}|CODA1|UniProt|https://www.uniprot.org/
|Q5TAT6|Q5TAT6-6||True|6 {ECO:0000269PubMed:2459707}|CODA1|UniProt|https://www.uniprot.org/
|Q5TAT6|Q5TAT6-7||True|7 {ECO:0000269PubMed:2459707}|CODA1|UniProt|https://www.uniprot.org/
|Q5TAT6|Q5TAT6-8||True|8 {ECO:0000269PubMed:1698771}|CODA1|UniProt|https://www.uniprot.org/
|Q5TAT6|Q5TAT6-9||True|9 {ECO:0000269PubMed:1698771}|CODA1|UniProt|https://www.uniprot.org/
|Q5TAT6|Q5TAT6-10||True|10|CODA1|UniProt|https://www.uniprot.org/
|Q5TAT6|Q5TAT6-11||True|11|CODA1|UniProt|https://www.uniprot.org/
"[""Q8IW11""]"||Q9UH73|True|||COE1|UniProt|https://www.uniprot.org/
|Q9UH73|Q9UH73-1||True|1|COE1|UniProt|https://www.uniprot.org/
|Q9UH73|Q9UH73-2||True|2|COE1|UniProt|https://www.uniprot.org/
"[""A0PJM4"", ""A6NMF7"", ""F5H645"", ""Q66VZ3"", ""Q6DK36"", ""Q6IS86"", ""Q6ISA4""]"||Q9HAK2|True|||COE2|UniProt|https://www.uniprot.org/
|Q9HAK2|Q9HAK2-1||True|1|COE2|UniProt|https://www.uniprot.org/
|Q9HAK2|Q9HAK2-2||True|2|COE2|UniProt|https://www.uniprot.org/
"[""A0AUY1"", ""Q5T6H9"", ""Q9H4W5""]"||Q9H4W6|True|||COE3|UniProt|https://www.uniprot.org/
|Q9H4W6|Q9H4W6-1||True|Long|COE3|UniProt|https://www.uniprot.org/
|Q9H4W6|Q9H4W6-2||True|Short|COE3|UniProt|https://www.uniprot.org/
"[""Q1MTP7"", ""Q5JY53"", ""Q9NUB6"", ""Q9P2A6""]"||Q9BQW3|True|||COE4|UniProt|https://www.uniprot.org/
|Q9BQW3|Q9BQW3-2||True|2|COE4|UniProt|https://www.uniprot.org/
|Q9BQW3|Q9BQW3-1||True|1|COE4|UniProt|https://www.uniprot.org/
"[""B2RU07"", ""O00260"", ""O00261"", ""O00262"", ""Q05708"", ""Q5XJ18"", ""Q96C67"", ""Q9UDF6""]"||Q05707|True|||COEA1|UniProt|https://www.uniprot.org/
|Q05707|Q05707-1||True|1 {ECO:0000269PubMed:9427527}|COEA1|UniProt|https://www.uniprot.org/
|Q05707|Q05707-2||True|2 {ECO:0000269PubMed:9427527}|COEA1|UniProt|https://www.uniprot.org/
|Q05707|Q05707-3||True|3 {ECO:0000269PubMed:1716629}|COEA1|UniProt|https://www.uniprot.org/
"[""B3KUQ1"", ""Q53Y87"", ""Q9UCA2""]"||P23528|True|||COF1|UniProt|https://www.uniprot.org/
"[""G3V5P4""]"||Q9Y281|True|||COF2|UniProt|https://www.uniprot.org/
|Q9Y281|Q9Y281-1||True|CFL2b|COF2|UniProt|https://www.uniprot.org/
|Q9Y281|Q9Y281-2||True|CFL2a|COF2|UniProt|https://www.uniprot.org/
|Q9Y281|Q9Y281-3||True|3|COF2|UniProt|https://www.uniprot.org/
"[""Q5T6J4"", ""Q9UDC5"", ""Q9Y4W4""]"||P39059|True|||COFA1|UniProt|https://www.uniprot.org/
"[""Q9NPV9"", ""Q9P2G6""]"||Q8WTW3|True|||COG1|UniProt|https://www.uniprot.org/
"[""Q86U99""]"||Q14746|True|||COG2|UniProt|https://www.uniprot.org/
|Q14746|Q14746-1||True|1|COG2|UniProt|https://www.uniprot.org/
|Q14746|Q14746-2||True|2|COG2|UniProt|https://www.uniprot.org/
"[""B2RAW5"", ""Q5VT70"", ""Q8IXX4"", ""Q9BZ92""]"||Q96JB2|True|||COG3|UniProt|https://www.uniprot.org/
|Q96JB2|Q96JB2-1||True|1|COG3|UniProt|https://www.uniprot.org/
|Q96JB2|Q96JB2-2||True|2|COG3|UniProt|https://www.uniprot.org/
"[""B4DMN8"", ""C9JS23"", ""Q96D40"", ""Q9BRF0"", ""Q9BVZ2"", ""Q9H5Y4"", ""Q9Y3W3""]"||Q9H9E3|True|||COG4|UniProt|https://www.uniprot.org/
|Q9H9E3|Q9H9E3-1||True|1|COG4|UniProt|https://www.uniprot.org/
|Q9H9E3|Q9H9E3-2||True|2|COG4|UniProt|https://www.uniprot.org/
|Q9H9E3|Q9H9E3-3||True|3|COG4|UniProt|https://www.uniprot.org/
"[""A4D0R6"", ""A4D0R7"", ""O14555"", ""O95008"", ""Q6NUL5""]"||Q9UP83|True|||COG5|UniProt|https://www.uniprot.org/
|Q9UP83|Q9UP83-2||True|1|COG5|UniProt|https://www.uniprot.org/
|Q9UP83|Q9UP83-1||True|4|COG5|UniProt|https://www.uniprot.org/
|Q9UP83|Q9UP83-3||True|3|COG5|UniProt|https://www.uniprot.org/
|Q9UP83|Q9UP83-4||True|2|COG5|UniProt|https://www.uniprot.org/
"[""Q5T0U1"", ""Q6AI19"", ""Q86V49"", ""Q9ULT5""]"||Q9Y2V7|True|||COG6|UniProt|https://www.uniprot.org/
|Q9Y2V7|Q9Y2V7-1||True|1|COG6|UniProt|https://www.uniprot.org/
|Q9Y2V7|Q9Y2V7-2||True|2|COG6|UniProt|https://www.uniprot.org/
|Q9Y2V7|Q9Y2V7-4||True|4|COG6|UniProt|https://www.uniprot.org/
"[""Q6UWU7""]"||P83436|True|||COG7|UniProt|https://www.uniprot.org/
"[""Q0VAK2"", ""Q8WVV6"", ""Q9H6F8""]"||Q96MW5|True|||COG8|UniProt|https://www.uniprot.org/
"[""Q16593"", ""Q59F89"", ""Q71RG9""]"||Q07092|True|||COGA1|UniProt|https://www.uniprot.org/
|Q07092|Q07092-1||True|1|COGA1|UniProt|https://www.uniprot.org/
|Q07092|Q07092-2||True|2|COGA1|UniProt|https://www.uniprot.org/
"[""Q02802"", ""Q5JV36"", ""Q99018"", ""Q9NQK9"", ""Q9UC14""]"||Q9UMD9|True|||COHA1|UniProt|https://www.uniprot.org/
|Q9UMD9|Q9UMD9-1||True|1|COHA1|UniProt|https://www.uniprot.org/
|Q9UMD9|Q9UMD9-2||True|2|COHA1|UniProt|https://www.uniprot.org/
"[""A8MVI4"", ""Q58EX6"", ""Q6RZ39"", ""Q6RZ40"", ""Q6RZ41"", ""Q8N4S4"", ""Q8WXI5"", ""Q96T70"", ""Q9UK38"", ""Q9Y6Q7"", ""Q9Y6Q8""]"||P39060|True|||COIA1|UniProt|https://www.uniprot.org/
|P39060|P39060-3||True|1|COIA1|UniProt|https://www.uniprot.org/
|P39060|P39060-1||True|2|COIA1|UniProt|https://www.uniprot.org/
|P39060|P39060-2||True|3|COIA1|UniProt|https://www.uniprot.org/
"[""B2R931""]"||P38432|True|||COIL|UniProt|https://www.uniprot.org/
"[""Q00559"", ""Q05850"", ""Q12885"", ""Q13676"", ""Q14DH1"", ""Q5JUF0"", ""Q5T424"", ""Q9H572"", ""Q9NPZ2"", ""Q9NQP2""]"||Q14993|True|||COJA1|UniProt|https://www.uniprot.org/
"[""Q4VXQ4"", ""Q6PI59"", ""Q8WUT2"", ""Q96CY9"", ""Q9BQU6"", ""Q9BQU7""]"||Q9P218|True|||COKA1|UniProt|https://www.uniprot.org/
|Q9P218|Q9P218-1||True|1|COKA1|UniProt|https://www.uniprot.org/
|Q9P218|Q9P218-2||True|2|COKA1|UniProt|https://www.uniprot.org/
|Q9P218|Q9P218-3||True|3|COKA1|UniProt|https://www.uniprot.org/
"[""Q3SYH6"", ""Q6UW19""]"||Q9Y6Z7|True|||COL10|UniProt|https://www.uniprot.org/
"[""A1IGE4"", ""A1IGE5"", ""A1IGE6"", ""A7VJJ2"", ""A7VJJ3"", ""A7VJJ4"", ""A7VJJ5"", ""B2R9M5"", ""B4E1G0"", ""J3KQY9"", ""Q5CZ85"", ""Q7Z6N1""]"||Q9BWP8|True|||COL11|UniProt|https://www.uniprot.org/
|Q9BWP8|Q9BWP8-1||True|1|COL11|UniProt|https://www.uniprot.org/
|Q9BWP8|Q9BWP8-2||True|2|COL11|UniProt|https://www.uniprot.org/
|Q9BWP8|Q9BWP8-3||True|3|COL11|UniProt|https://www.uniprot.org/
|Q9BWP8|Q9BWP8-4||True|4|COL11|UniProt|https://www.uniprot.org/
|Q9BWP8|Q9BWP8-5||True|5|COL11|UniProt|https://www.uniprot.org/
|Q9BWP8|Q9BWP8-6||True|6|COL11|UniProt|https://www.uniprot.org/
|Q9BWP8|Q9BWP8-7||True|7|COL11|UniProt|https://www.uniprot.org/
|Q9BWP8|Q9BWP8-8||True|8|COL11|UniProt|https://www.uniprot.org/
|Q9BWP8|Q9BWP8-9||True|9|COL11|UniProt|https://www.uniprot.org/
|Q9BWP8|Q9BWP8-10||True|10|COL11|UniProt|https://www.uniprot.org/
"[""Q6P9F2"", ""Q8TCR2"", ""Q8WZA4"", ""Q9BY85"", ""Q9BYH7""]"||Q5KU26|True|||COL12|UniProt|https://www.uniprot.org/
"[""A6NIX5"", ""B2R8J9"", ""Q49A51"", ""Q71RF4"", ""Q8WXV8"", ""Q9H0V3""]"||Q96P44|True|||COLA1|UniProt|https://www.uniprot.org/
|Q96P44|Q96P44-1||True|1|COLA1|UniProt|https://www.uniprot.org/
|Q96P44|Q96P44-2||True|2|COLA1|UniProt|https://www.uniprot.org/
|Q96P44|Q96P44-3||True|3|COLA1|UniProt|https://www.uniprot.org/
||Q6ZS62|True|||COLC1|UniProt|https://www.uniprot.org/
||Q6ZST2|True|||COLDT|UniProt|https://www.uniprot.org/
"[""P78442"", ""Q53T23"", ""Q9UD39"", ""Q9UD40""]"||P01189|True|||COLI|UniProt|https://www.uniprot.org/
"[""A7E2T6"", ""B2RPE2"", ""B5G4V2"", ""B6ZDM9"", ""Q5T9G1""]"||A2RUU4|True|||COLL1|UniProt|https://www.uniprot.org/
"[""B0QZ45"", ""Q5T9G3""]"||Q6UWE3|True|||COLL2|UniProt|https://www.uniprot.org/
|Q6UWE3|Q6UWE3-1||True|1|COLL2|UniProt|https://www.uniprot.org/
|Q6UWE3|Q6UWE3-2||True|2|COLL2|UniProt|https://www.uniprot.org/
"[""B3KY09"", ""Q6DK18"", ""Q6YH18"", ""Q6YH19"", ""Q6YH20"", ""Q6YH21"", ""Q9NP18"", ""Q9NP19"", ""Q9NP20"", ""Q9NP21"", ""Q9NP22"", ""Q9NP23"", ""Q9NP24"", ""Q9UP88""]"||Q9Y215|True|||COLQ|UniProt|https://www.uniprot.org/
|Q9Y215|Q9Y215-1||True|I|COLQ|UniProt|https://www.uniprot.org/
|Q9Y215|Q9Y215-2||True|II|COLQ|UniProt|https://www.uniprot.org/
|Q9Y215|Q9Y215-3||True|III|COLQ|UniProt|https://www.uniprot.org/
|Q9Y215|Q9Y215-4||True|IV|COLQ|UniProt|https://www.uniprot.org/
|Q9Y215|Q9Y215-5||True|V|COLQ|UniProt|https://www.uniprot.org/
|Q9Y215|Q9Y215-6||True|VI|COLQ|UniProt|https://www.uniprot.org/
|Q9Y215|Q9Y215-7||True|VII|COLQ|UniProt|https://www.uniprot.org/
|Q9Y215|Q9Y215-8||True|VIII|COLQ|UniProt|https://www.uniprot.org/
"[""Q5T9G7"", ""Q5U809""]"||P04118|True|||COL|UniProt|https://www.uniprot.org/
"[""B7ZMH0"", ""C9K0G4"", ""Q8IVT9""]"||Q8NFW1|True|||COMA1|UniProt|https://www.uniprot.org/
|Q8NFW1|Q8NFW1-1||True|1|COMA1|UniProt|https://www.uniprot.org/
|Q8NFW1|Q8NFW1-2||True|2|COMA1|UniProt|https://www.uniprot.org/
|Q8NFW1|Q8NFW1-3||True|3|COMA1|UniProt|https://www.uniprot.org/
"[""B4DFQ4"", ""Q96GS0""]"||Q8N668|True|||COMD1|UniProt|https://www.uniprot.org/
