go_term_id|label|pathway_name|source_id|source_type|subontology|target_id|target_type
GO:0106001|pathway_to_biological_process|Intestinal hexose absorption|R-HSA-8981373|pathway|biological_process|GO_0106001|biological_process
GO:0098856|pathway_to_biological_process|Intestinal lipid absorption|R-HSA-8963678|pathway|biological_process|GO_0098856|biological_process
GO:0006631|pathway_to_biological_process|Intracellular metabolism of fatty acids regulates insulin secretion|R-HSA-434313|pathway|biological_process|GO_0006631|biological_process
GO:0015671|pathway_to_biological_process|Intracellular oxygen transport|R-HSA-8981607|pathway|biological_process|GO_0015671|biological_process
GO:0035735|pathway_to_biological_process|Intraflagellar transport|R-HSA-5620924|pathway|biological_process|GO_0035735|biological_process
GO:0097193|pathway_to_biological_process|Intrinsic Pathway for Apoptosis|R-HSA-109606|pathway|biological_process|GO_0097193|biological_process
GO:0007597|pathway_to_biological_process|Intrinsic Pathway of Fibrin Clot Formation|R-HSA-140837|pathway|biological_process|GO_0007597|biological_process
GO:0034220|pathway_to_biological_process|Ion channel transport|R-HSA-983712|pathway|biological_process|GO_0034220|biological_process
GO:1903779|pathway_to_biological_process|Ion homeostasis|R-HSA-5578775|pathway|biological_process|GO_1903779|biological_process
GO:0006879|pathway_to_biological_process|Iron uptake and transport|R-HSA-917937|pathway|biological_process|GO_0006879|biological_process
GO:0007254|pathway_to_biological_process|JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1|R-HSA-450321|pathway|biological_process|GO_0007254|biological_process
GO:0018146|pathway_to_biological_process|Keratan sulfate biosynthesis|R-HSA-2022854|pathway|biological_process|GO_0018146|biological_process
GO:0042340|pathway_to_biological_process|Keratan sulfate degradation|R-HSA-2022857|pathway|biological_process|GO_0042340|biological_process
GO:0042339|pathway_to_biological_process|Keratan sulfate/keratin metabolism|R-HSA-1638074|pathway|biological_process|GO_0042339|biological_process
GO:0031424|pathway_to_biological_process|Keratinization|R-HSA-6805567|pathway|biological_process|GO_0031424|biological_process
GO:1902224|pathway_to_biological_process|Ketone body metabolism|R-HSA-74182|pathway|biological_process|GO_1902224|biological_process
GO:0001822|pathway_to_biological_process|Kidney development|R-HSA-9830369|pathway|biological_process|GO_0001822|biological_process
GO:0031343|pathway_to_biological_process|Killing mechanisms|R-HSA-9664420|pathway|biological_process|GO_0031343|biological_process
GO:0007018|pathway_to_biological_process|Kinesins|R-HSA-983189|pathway|biological_process|GO_0007018|biological_process
GO:0034383|pathway_to_biological_process|LDL clearance|R-HSA-8964038|pathway|biological_process|GO_0034383|biological_process
GO:0034374|pathway_to_biological_process|LDL remodeling|R-HSA-8964041|pathway|biological_process|GO_0034374|biological_process
GO:0002862|pathway_to_biological_process|LTC4-CYSLTR mediated IL4 production|R-HSA-9664535|pathway|biological_process|GO_0002862|biological_process
GO:0005989|pathway_to_biological_process|Lactose synthesis|R-HSA-5653890|pathway|biological_process|GO_0005989|biological_process
GO:0061738|pathway_to_biological_process|Late endosomal microautophagy|R-HSA-9615710|pathway|biological_process|GO_0061738|biological_process
GO:0052572|pathway_to_biological_process|Latent infection - Other responses of Mtb to phagocytosis|R-HSA-1222499|pathway|biological_process|GO_0052572|biological_process
GO:0001867|pathway_to_biological_process|Lectin pathway of complement activation|R-HSA-166662|pathway|biological_process|GO_0001867|biological_process
GO:0051701|pathway_to_biological_process|Leishmania infection|R-HSA-9658195|pathway|biological_process|GO_0051701|biological_process
GO:0031342|pathway_to_biological_process|Leishmania parasite growth and survival|R-HSA-9664433|pathway|biological_process|GO_0031342|biological_process
GO:0006909|pathway_to_biological_process|Leishmania phagocytosis|R-HSA-9664417|pathway|biological_process|GO_0006909|biological_process
GO:0043651|pathway_to_biological_process|Linoleic acid (LA) metabolism|R-HSA-2046105|pathway|biological_process|GO_0043651|biological_process
GO:0034389|pathway_to_biological_process|Lipid particle organization|R-HSA-8964572|pathway|biological_process|GO_0034389|biological_process
GO:0061724|pathway_to_biological_process|Lipophagy|R-HSA-9613354|pathway|biological_process|GO_0061724|biological_process
GO:0046718|pathway_to_biological_process|Listeria monocytogenes entry into host cells|R-HSA-8876384|pathway|biological_process|GO_0046718|biological_process
GO:0007268|pathway_to_biological_process|Long-term potentiation|R-HSA-9620244|pathway|biological_process|GO_0007268|biological_process
GO:0006554|pathway_to_biological_process|Lysine catabolism|R-HSA-71064|pathway|biological_process|GO_0006554|biological_process
GO:0009313|pathway_to_biological_process|Lysosomal oligosaccharide catabolism|R-HSA-8853383|pathway|biological_process|GO_0009313|biological_process
GO:0000087|pathway_to_biological_process|M Phase|R-HSA-68886|pathway|biological_process|GO_0000087|biological_process
GO:0051403|pathway_to_biological_process|MAP kinase activation|R-HSA-450294|pathway|biological_process|GO_0051403|biological_process
GO:0007346|pathway_to_biological_process|MASTL Facilitates Mitotic Progression|R-HSA-2465910|pathway|biological_process|GO_0007346|biological_process
GO:0006307|pathway_to_biological_process|MGMT-mediated DNA damage reversal|R-HSA-5657655|pathway|biological_process|GO_0006307|biological_process
GO:0019886|pathway_to_biological_process|MHC class II antigen presentation|R-HSA-2132295|pathway|biological_process|GO_0019886|biological_process
GO:0016236|pathway_to_biological_process|Macroautophagy|R-HSA-1632852|pathway|biological_process|GO_0016236|biological_process
GO:0043490|pathway_to_biological_process|Malate-aspartate shuttle|R-HSA-9856872|pathway|biological_process|GO_0043490|biological_process
GO:0044003|pathway_to_biological_process|Manipulation of host energy metabolism|R-HSA-9636667|pathway|biological_process|GO_0044003|biological_process
GO:0160021|pathway_to_biological_process|Maternal to zygotic transition (MZT)|R-HSA-9816359|pathway|biological_process|GO_0160021|biological_process
GO:0019082|pathway_to_biological_process|Maturation of nucleoprotein|R-HSA-9694631|pathway|biological_process|GO_0019082|biological_process
GO:0019082|pathway_to_biological_process|Maturation of nucleoprotein|R-HSA-9683610|pathway|biological_process|GO_0019082|biological_process
GO:0019082|pathway_to_biological_process|Maturation of protein 3a|R-HSA-9694719|pathway|biological_process|GO_0019082|biological_process
GO:0019082|pathway_to_biological_process|Maturation of protein 3a|R-HSA-9683673|pathway|biological_process|GO_0019082|biological_process
GO:0019082|pathway_to_biological_process|Maturation of protein M|R-HSA-9694594|pathway|biological_process|GO_0019082|biological_process
GO:0019082|pathway_to_biological_process|Maturation of protein M|R-HSA-9683612|pathway|biological_process|GO_0019082|biological_process
GO:0019082|pathway_to_biological_process|Maturation of spike protein|R-HSA-9694548|pathway|biological_process|GO_0019082|biological_process
GO:0019082|pathway_to_biological_process|Maturation of spike protein|R-HSA-9683686|pathway|biological_process|GO_0019082|biological_process
GO:0042438|pathway_to_biological_process|Melanin biosynthesis|R-HSA-5662702|pathway|biological_process|GO_0042438|biological_process
GO:0061024|pathway_to_biological_process|Membrane Trafficking|R-HSA-199991|pathway|biological_process|GO_0061024|biological_process
GO:0075733|pathway_to_biological_process|Membrane binding and targetting of GAG proteins|R-HSA-174490|pathway|biological_process|GO_0075733|biological_process
GO:0008152|pathway_to_biological_process|Metabolism|R-HSA-1430728|pathway|biological_process|GO_0008152|biological_process
GO:0002003|pathway_to_biological_process|Metabolism of Angiotensinogen to Angiotensins|R-HSA-2022377|pathway|biological_process|GO_0002003|biological_process
GO:0016070|pathway_to_biological_process|Metabolism of RNA|R-HSA-8953854|pathway|biological_process|GO_0016070|biological_process
GO:0044238|pathway_to_biological_process|Metabolism of amino acids and derivatives|R-HSA-71291|pathway|biological_process|GO_0044238|biological_process
GO:0006775|pathway_to_biological_process|Metabolism of fat-soluble vitamins|R-HSA-6806667|pathway|biological_process|GO_0006775|biological_process
GO:0046655|pathway_to_biological_process|Metabolism of folate and pterines|R-HSA-196757|pathway|biological_process|GO_0046655|biological_process
GO:0001887|pathway_to_biological_process|Metabolism of ingested H2SeO4 and H2SeO3 into H2Se|R-HSA-2408550|pathway|biological_process|GO_0001887|biological_process
GO:0001887|pathway_to_biological_process|Metabolism of ingested MeSeO2H into MeSeH|R-HSA-5263617|pathway|biological_process|GO_0001887|biological_process
GO:0001887|pathway_to_biological_process|Metabolism of ingested SeMet, Sec, MeSec into H2Se|R-HSA-2408508|pathway|biological_process|GO_0001887|biological_process
GO:0006629|pathway_to_biological_process|Metabolism of lipids|R-HSA-556833|pathway|biological_process|GO_0006629|biological_process
GO:0046209|pathway_to_biological_process|Metabolism of nitric oxide: NOS3 activation and regulation|R-HSA-202131|pathway|biological_process|GO_0046209|biological_process
GO:0055086|pathway_to_biological_process|Metabolism of nucleotides|R-HSA-15869|pathway|biological_process|GO_0055086|biological_process
GO:0006595|pathway_to_biological_process|Metabolism of polyamines|R-HSA-351202|pathway|biological_process|GO_0006595|biological_process
GO:0006778|pathway_to_biological_process|Metabolism of porphyrins|R-HSA-189445|pathway|biological_process|GO_0006778|biological_process
GO:0019538|pathway_to_biological_process|Metabolism of proteins|R-HSA-392499|pathway|biological_process|GO_0019538|biological_process
GO:0042429|pathway_to_biological_process|Metabolism of serotonin|R-HSA-380612|pathway|biological_process|GO_0042429|biological_process
GO:0008202|pathway_to_biological_process|Metabolism of steroids|R-HSA-8957322|pathway|biological_process|GO_0008202|biological_process
GO:0042373|pathway_to_biological_process|Metabolism of vitamin K|R-HSA-6806664|pathway|biological_process|GO_0042373|biological_process
GO:0006767|pathway_to_biological_process|Metabolism of water-soluble vitamins and cofactors|R-HSA-196849|pathway|biological_process|GO_0006767|biological_process
GO:0044847|pathway_to_biological_process|Metal ion assimilation from the host|R-HSA-9638482|pathway|biological_process|GO_0044847|biological_process
GO:0019509|pathway_to_biological_process|Methionine salvage pathway|R-HSA-1237112|pathway|biological_process|GO_0019509|biological_process
GO:0032259|pathway_to_biological_process|Methylation|R-HSA-156581|pathway|biological_process|GO_0032259|biological_process
GO:0001887|pathway_to_biological_process|Methylation of MeSeH for excretion|R-HSA-2408552|pathway|biological_process|GO_0001887|biological_process
GO:0010586|pathway_to_biological_process|MicroRNA (miRNA) biogenesis|R-HSA-203927|pathway|biological_process|GO_0010586|biological_process
GO:0006705|pathway_to_biological_process|Mineralocorticoid biosynthesis|R-HSA-193993|pathway|biological_process|GO_0006705|biological_process
GO:1903604|pathway_to_biological_process|Miscellaneous substrates|R-HSA-211958|pathway|biological_process|GO_1903604|biological_process
GO:0055085|pathway_to_biological_process|Miscellaneous transport and binding events|R-HSA-5223345|pathway|biological_process|GO_0055085|biological_process
GO:0006298|pathway_to_biological_process|Mismatch Repair|R-HSA-5358508|pathway|biological_process|GO_0006298|biological_process
GO:0006635|pathway_to_biological_process|Mitochondrial Fatty Acid Beta-Oxidation|R-HSA-77289|pathway|biological_process|GO_0006635|biological_process
GO:0000957|pathway_to_biological_process|Mitochondrial RNA degradation|R-HSA-9836573|pathway|biological_process|GO_0000957|biological_process
GO:1990845|pathway_to_biological_process|Mitochondrial Uncoupling|R-HSA-166187|pathway|biological_process|GO_1990845|biological_process
GO:0007005|pathway_to_biological_process|Mitochondrial biogenesis|R-HSA-1592230|pathway|biological_process|GO_0007005|biological_process
GO:0006851|pathway_to_biological_process|Mitochondrial calcium ion transport|R-HSA-8949215|pathway|biological_process|GO_0006851|biological_process
GO:0016226|pathway_to_biological_process|Mitochondrial iron-sulfur cluster biogenesis|R-HSA-1362409|pathway|biological_process|GO_0016226|biological_process
GO:0016556|pathway_to_biological_process|Mitochondrial mRNA modification|R-HSA-9937008|pathway|biological_process|GO_0016556|biological_process
GO:0035694|pathway_to_biological_process|Mitochondrial protein degradation|R-HSA-9837999|pathway|biological_process|GO_0035694|biological_process
GO:0006626|pathway_to_biological_process|Mitochondrial protein import|R-HSA-1268020|pathway|biological_process|GO_0006626|biological_process
GO:0070126|pathway_to_biological_process|Mitochondrial ribosome-associated quality control|R-HSA-9937383|pathway|biological_process|GO_0070126|biological_process
GO:0006391|pathway_to_biological_process|Mitochondrial transcription initiation|R-HSA-163282|pathway|biological_process|GO_0006391|biological_process
GO:0006393|pathway_to_biological_process|Mitochondrial transcription termination|R-HSA-163316|pathway|biological_process|GO_0006393|biological_process
GO:0032543|pathway_to_biological_process|Mitochondrial translation|R-HSA-5368287|pathway|biological_process|GO_0032543|biological_process
GO:0070125|pathway_to_biological_process|Mitochondrial translation elongation|R-HSA-5389840|pathway|biological_process|GO_0070125|biological_process
GO:0070124|pathway_to_biological_process|Mitochondrial translation initiation|R-HSA-5368286|pathway|biological_process|GO_0070124|biological_process
GO:0070126|pathway_to_biological_process|Mitochondrial translation termination|R-HSA-5419276|pathway|biological_process|GO_0070126|biological_process
GO:0000423|pathway_to_biological_process|Mitophagy|R-HSA-5205647|pathway|biological_process|GO_0000423|biological_process
GO:0007091|pathway_to_biological_process|Mitotic Metaphase/Anaphase Transition|R-HSA-68881|pathway|biological_process|GO_0007091|biological_process
GO:0000236|pathway_to_biological_process|Mitotic Prometaphase|R-HSA-68877|pathway|biological_process|GO_0000236|biological_process
GO:0007094|pathway_to_biological_process|Mitotic Spindle Checkpoint|R-HSA-69618|pathway|biological_process|GO_0007094|biological_process
GO:0000281|pathway_to_biological_process|Mitotic Telophase/Cytokinesis|R-HSA-68884|pathway|biological_process|GO_0000281|biological_process
GO:0052031|pathway_to_biological_process|Modulation by Mtb of host immune system|R-HSA-9637628|pathway|biological_process|GO_0052031|biological_process
GO:0032324|pathway_to_biological_process|Molybdenum cofactor biosynthesis|R-HSA-947581|pathway|biological_process|GO_0032324|biological_process
GO:0033214|pathway_to_biological_process|Mtb iron assimilation by chelation|R-HSA-1222449|pathway|biological_process|GO_0033214|biological_process
GO:0002755|pathway_to_biological_process|MyD88 cascade initiated on plasma membrane|R-HSA-975871|pathway|biological_process|GO_0002755|biological_process
GO:0002756|pathway_to_biological_process|MyD88-independent TLR4 cascade |R-HSA-166166|pathway|biological_process|GO_0002756|biological_process
GO:0002755|pathway_to_biological_process|MyD88:MAL(TIRAP) cascade initiated on plasma membrane|R-HSA-166058|pathway|biological_process|GO_0002755|biological_process
GO:0051149|pathway_to_biological_process|Myogenesis|R-HSA-525793|pathway|biological_process|GO_0051149|biological_process
GO:0006457|pathway_to_biological_process|N-glycan trimming in the ER and Calnexin/Calreticulin cycle|R-HSA-532668|pathway|biological_process|GO_0006457|biological_process
GO:2001233|pathway_to_biological_process|NADE modulates death signalling|R-HSA-205025|pathway|biological_process|GO_2001233|biological_process
GO:0006740|pathway_to_biological_process|NADPH regeneration|R-HSA-389542|pathway|biological_process|GO_0006740|biological_process
GO:0032455|pathway_to_biological_process|NGF processing|R-HSA-167060|pathway|biological_process|GO_0032455|biological_process
GO:0007190|pathway_to_biological_process|NGF-independant TRKA activation|R-HSA-187024|pathway|biological_process|GO_0007190|biological_process
GO:0038061|pathway_to_biological_process|NIK-->noncanonical NF-kB signaling|R-HSA-5676590|pathway|biological_process|GO_0038061|biological_process
GO:0007221|pathway_to_biological_process|NOTCH3 Intracellular Domain Regulates Transcription|R-HSA-9013508|pathway|biological_process|GO_0007221|biological_process
GO:0006355|pathway_to_biological_process|NOTCH4 Intracellular Domain Regulates Transcription|R-HSA-9013695|pathway|biological_process|GO_0006355|biological_process
GO:0030522|pathway_to_biological_process|NR1H2 and NR1H3-mediated signaling|R-HSA-9024446|pathway|biological_process|GO_0030522|biological_process
GO:0043065|pathway_to_biological_process|NRAGE signals death through JNK|R-HSA-193648|pathway|biological_process|GO_0043065|biological_process
GO:0043065|pathway_to_biological_process|NRIF signals cell death from the nucleus|R-HSA-205043|pathway|biological_process|GO_0043065|biological_process
GO:0050687|pathway_to_biological_process|NS1 Mediated Effects on Host Pathways|R-HSA-168276|pathway|biological_process|GO_0050687|biological_process
GO:0051388|pathway_to_biological_process|NTF3 activates NTRK2 (TRKB) signaling|R-HSA-9025046|pathway|biological_process|GO_0051388|biological_process
GO:0051388|pathway_to_biological_process|NTF3 activates NTRK3 signaling|R-HSA-9034013|pathway|biological_process|GO_0051388|biological_process
GO:0051388|pathway_to_biological_process|NTF4 activates NTRK2 (TRKB) signaling|R-HSA-9026357|pathway|biological_process|GO_0051388|biological_process
GO:2001241|pathway_to_biological_process|NTRK3 as a dependence receptor|R-HSA-9603505|pathway|biological_process|GO_2001241|biological_process
GO:0050687|pathway_to_biological_process|Nef and signal transduction|R-HSA-164944|pathway|biological_process|GO_0050687|biological_process
GO:0050687|pathway_to_biological_process|Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters|R-HSA-164938|pathway|biological_process|GO_0050687|biological_process
GO:0045814|pathway_to_biological_process|Negative epigenetic regulation of rRNA expression|R-HSA-5250941|pathway|biological_process|GO_0045814|biological_process
GO:0045746|pathway_to_biological_process|Negative regulation of NOTCH4 signaling|R-HSA-9604323|pathway|biological_process|GO_0045746|biological_process
GO:0090090|pathway_to_biological_process|Negative regulation of TCF-dependent signaling by WNT ligand antagonists|R-HSA-3772470|pathway|biological_process|GO_0090090|biological_process
GO:0000122|pathway_to_biological_process|Negative regulation of activity of TFAP2 (AP-2) family transcription factors|R-HSA-8866904|pathway|biological_process|GO_0000122|biological_process
GO:0032480|pathway_to_biological_process|Negative regulators of DDX58/IFIH1 signaling|R-HSA-936440|pathway|biological_process|GO_0032480|biological_process
GO:0072210|pathway_to_biological_process|Nephron development|R-HSA-9831926|pathway|biological_process|GO_0072210|biological_process
GO:0007399|pathway_to_biological_process|Nervous system development|R-HSA-9675108|pathway|biological_process|GO_0007399|biological_process
GO:0007268|pathway_to_biological_process|Neuronal System|R-HSA-112316|pathway|biological_process|GO_0007268|biological_process
GO:0007269|pathway_to_biological_process|Neurotransmitter release cycle|R-HSA-112310|pathway|biological_process|GO_0007269|biological_process
GO:0001504|pathway_to_biological_process|Neurotransmitter uptake and metabolism In glial cells|R-HSA-112313|pathway|biological_process|GO_0001504|biological_process
GO:0043312|pathway_to_biological_process|Neutrophil degranulation|R-HSA-6798695|pathway|biological_process|GO_0043312|biological_process
GO:1901847|pathway_to_biological_process|Nicotinate metabolism|R-HSA-196807|pathway|biological_process|GO_1901847|biological_process
GO:0000183|pathway_to_biological_process|NoRC negatively regulates rRNA expression|R-HSA-427413|pathway|biological_process|GO_0000183|biological_process
GO:0006303|pathway_to_biological_process|Nonhomologous End-Joining (NHEJ)|R-HSA-5693571|pathway|biological_process|GO_0006303|biological_process
GO:0000184|pathway_to_biological_process|Nonsense-Mediated Decay (NMD)|R-HSA-927802|pathway|biological_process|GO_0000184|biological_process
GO:0006836|pathway_to_biological_process|Norepinephrine Neurotransmitter Release Cycle|R-HSA-181430|pathway|biological_process|GO_0006836|biological_process
GO:0006367|pathway_to_biological_process|Notch-HLH transcription pathway|R-HSA-350054|pathway|biological_process|GO_0006367|biological_process
GO:0007084|pathway_to_biological_process|Nuclear Envelope (NE) Reassembly|R-HSA-2995410|pathway|biological_process|GO_0007084|biological_process
GO:0007077|pathway_to_biological_process|Nuclear Envelope Breakdown|R-HSA-2980766|pathway|biological_process|GO_0007077|biological_process
GO:0006401|pathway_to_biological_process|Nuclear RNA decay|R-HSA-9930044|pathway|biological_process|GO_0006401|biological_process
GO:0006367|pathway_to_biological_process|Nuclear Receptor transcription pathway|R-HSA-383280|pathway|biological_process|GO_0006367|biological_process
GO:0006334|pathway_to_biological_process|Nucleosome assembly|R-HSA-774815|pathway|biological_process|GO_0006334|biological_process
GO:0006289|pathway_to_biological_process|Nucleotide Excision Repair|R-HSA-5696398|pathway|biological_process|GO_0006289|biological_process
GO:0034404|pathway_to_biological_process|Nucleotide biosynthesis|R-HSA-8956320|pathway|biological_process|GO_0034404|biological_process
GO:0034656|pathway_to_biological_process|Nucleotide catabolism|R-HSA-8956319|pathway|biological_process|GO_0034656|biological_process
GO:0043173|pathway_to_biological_process|Nucleotide salvage|R-HSA-8956321|pathway|biological_process|GO_0043173|biological_process
GO:0035872|pathway_to_biological_process|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways|R-HSA-168643|pathway|biological_process|GO_0035872|biological_process
GO:0036066|pathway_to_biological_process|O-glycosylation of TSR domain-containing proteins|R-HSA-5173214|pathway|biological_process|GO_0036066|biological_process
GO:0006493|pathway_to_biological_process|O-linked glycosylation|R-HSA-5173105|pathway|biological_process|GO_0006493|biological_process
GO:0016266|pathway_to_biological_process|O-linked glycosylation of mucins|R-HSA-913709|pathway|biological_process|GO_0016266|biological_process
GO:0015701|pathway_to_biological_process|O2/CO2 exchange in erythrocytes|R-HSA-1480926|pathway|biological_process|GO_0015701|biological_process
GO:0051607|pathway_to_biological_process|OAS antiviral response|R-HSA-8983711|pathway|biological_process|GO_0051607|biological_process
GO:1901290|pathway_to_biological_process|OGDH complex synthesizes succinyl-CoA from 2-OG|R-HSA-9853506|pathway|biological_process|GO_1901290|biological_process
GO:0006996|pathway_to_biological_process|Organelle biogenesis and maintenance|R-HSA-1852241|pathway|biological_process|GO_0006996|biological_process
GO:0060071|pathway_to_biological_process|PCP/CE pathway|R-HSA-4086400|pathway|biological_process|GO_0060071|biological_process
GO:0006086|pathway_to_biological_process|PDH complex synthesizes acetyl-CoA from PYR|R-HSA-9861559|pathway|biological_process|GO_0006086|biological_process
GO:0036499|pathway_to_biological_process|PERK regulates gene expression|R-HSA-381042|pathway|biological_process|GO_0036499|biological_process
GO:0015914|pathway_to_biological_process|PI and PC transport between ER and Golgi membranes|R-HSA-1483196|pathway|biological_process|GO_0015914|biological_process
GO:0043491|pathway_to_biological_process|PI3K/AKT activation|R-HSA-198203|pathway|biological_process|GO_0043491|biological_process
GO:0051896|pathway_to_biological_process|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|R-HSA-6811558|pathway|biological_process|GO_0051896|biological_process
GO:0016236|pathway_to_biological_process|PINK1-PRKN Mediated Mitophagy|R-HSA-5205685|pathway|biological_process|GO_0016236|biological_process
GO:0051897|pathway_to_biological_process|PIP3 activates AKT signaling|R-HSA-1257604|pathway|biological_process|GO_0051897|biological_process
GO:0045332|pathway_to_biological_process|PIPs transport between Golgi and plasma membranes|R-HSA-1660510|pathway|biological_process|GO_0045332|biological_process
GO:0045332|pathway_to_biological_process|PIPs transport between early and late endosome membranes|R-HSA-1660502|pathway|biological_process|GO_0045332|biological_process
GO:0045332|pathway_to_biological_process|PIPs transport between early endosome and Golgi membranes|R-HSA-1660537|pathway|biological_process|GO_0045332|biological_process
GO:0045332|pathway_to_biological_process|PIPs transport between late endosome and Golgi membranes|R-HSA-1660508|pathway|biological_process|GO_0045332|biological_process
GO:0045332|pathway_to_biological_process|PIPs transport between plasma and early endosome membranes|R-HSA-1660524|pathway|biological_process|GO_0045332|biological_process
GO:0034587|pathway_to_biological_process|PIWI-interacting RNA (piRNA) biogenesis|R-HSA-5601884|pathway|biological_process|GO_0034587|biological_process
GO:0034199|pathway_to_biological_process|PKA activation|R-HSA-163615|pathway|biological_process|GO_0034199|biological_process
GO:0010737|pathway_to_biological_process|PKA-mediated phosphorylation of key metabolic factors|R-HSA-163358|pathway|biological_process|GO_0010737|biological_process
GO:0039585|pathway_to_biological_process|PKR-mediated signaling|R-HSA-9833482|pathway|biological_process|GO_0039585|biological_process
GO:0048011|pathway_to_biological_process|PLC-gamma1 signalling|R-HSA-167021|pathway|biological_process|GO_0048011|biological_process
GO:0010468|pathway_to_biological_process|PP2A-mediated dephosphorylation of key metabolic factors|R-HSA-163767|pathway|biological_process|GO_0010468|biological_process
GO:0019222|pathway_to_biological_process|PPARA activates gene expression|R-HSA-1989781|pathway|biological_process|GO_0019222|biological_process
GO:0045814|pathway_to_biological_process|PRC2 methylates histones and DNA|R-HSA-212300|pathway|biological_process|GO_0045814|biological_process
GO:0046427|pathway_to_biological_process|PTK6 Activates STAT3|R-HSA-8849474|pathway|biological_process|GO_0046427|biological_process
GO:0009968|pathway_to_biological_process|PTK6 Down-Regulation|R-HSA-8849472|pathway|biological_process|GO_0009968|biological_process
GO:0045787|pathway_to_biological_process|PTK6 Regulates Cell Cycle|R-HSA-8849470|pathway|biological_process|GO_0045787|biological_process
GO:0045742|pathway_to_biological_process|PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1|R-HSA-8849469|pathway|biological_process|GO_0045742|biological_process
GO:0019072|pathway_to_biological_process|Packaging of Eight RNA Segments|R-HSA-168303|pathway|biological_process|GO_0019072|biological_process
GO:0075001|pathway_to_biological_process|Parasite infection|R-HSA-9664407|pathway|biological_process|GO_0075001|biological_process
GO:0044419|pathway_to_biological_process|Parasitic Infection Pathways|R-HSA-9824443|pathway|biological_process|GO_0044419|biological_process
GO:0006098|pathway_to_biological_process|Pentose phosphate pathway|R-HSA-71336|pathway|biological_process|GO_0006098|biological_process
GO:0016486|pathway_to_biological_process|Peptide hormone biosynthesis|R-HSA-209952|pathway|biological_process|GO_0016486|biological_process
GO:0006518|pathway_to_biological_process|Peptide hormone metabolism|R-HSA-2980736|pathway|biological_process|GO_0006518|biological_process
GO:0009062|pathway_to_biological_process|Peroxisomal lipid metabolism|R-HSA-390918|pathway|biological_process|GO_0009062|biological_process
GO:0000425|pathway_to_biological_process|Pexophagy|R-HSA-9664873|pathway|biological_process|GO_0000425|biological_process
GO:0001907|pathway_to_biological_process|Phagocyte cell death caused by cytosolic Mtb|R-HSA-9637698|pathway|biological_process|GO_0001907|biological_process
GO:0009072|pathway_to_biological_process|Phenylalanine and tyrosine metabolism|R-HSA-8963691|pathway|biological_process|GO_0009072|biological_process
GO:0006558|pathway_to_biological_process|Phenylalanine metabolism|R-HSA-8964208|pathway|biological_process|GO_0006558|biological_process
GO:0055086|pathway_to_biological_process|Phosphate bond hydrolysis by NUDT proteins|R-HSA-2393930|pathway|biological_process|GO_0055086|biological_process
GO:0006644|pathway_to_biological_process|Phospholipid metabolism|R-HSA-1483257|pathway|biological_process|GO_0006644|biological_process
GO:1901990|pathway_to_biological_process|Phosphorylation of the APC/C|R-HSA-176412|pathway|biological_process|GO_1901990|biological_process
GO:1903779|pathway_to_biological_process|Physiological factors|R-HSA-5578768|pathway|biological_process|GO_1903779|biological_process
GO:0034377|pathway_to_biological_process|Plasma lipoprotein assembly|R-HSA-8963898|pathway|biological_process|GO_0034377|biological_process
GO:0071827|pathway_to_biological_process|Plasma lipoprotein assembly, remodeling, and clearance|R-HSA-174824|pathway|biological_process|GO_0071827|biological_process
GO:0034381|pathway_to_biological_process|Plasma lipoprotein clearance|R-HSA-8964043|pathway|biological_process|GO_0034381|biological_process
GO:0034369|pathway_to_biological_process|Plasma lipoprotein remodeling|R-HSA-8963899|pathway|biological_process|GO_0034369|biological_process
GO:0008611|pathway_to_biological_process|Plasmalogen biosynthesis|R-HSA-75896|pathway|biological_process|GO_0008611|biological_process
GO:0030168|pathway_to_biological_process|Platelet activation, signaling and aggregation|R-HSA-76002|pathway|biological_process|GO_0030168|biological_process
GO:0002576|pathway_to_biological_process|Platelet degranulation |R-HSA-114608|pathway|biological_process|GO_0002576|biological_process
GO:0051726|pathway_to_biological_process|Polo-like kinase mediated events|R-HSA-156711|pathway|biological_process|GO_0051726|biological_process
GO:0045815|pathway_to_biological_process|Positive epigenetic regulation of rRNA expression|R-HSA-5250913|pathway|biological_process|GO_0045815|biological_process
GO:0007023|pathway_to_biological_process|Post-chaperonin tubulin folding pathway|R-HSA-389977|pathway|biological_process|GO_0007023|biological_process
GO:0035194|pathway_to_biological_process|Post-transcriptional silencing by small RNAs|R-HSA-426496|pathway|biological_process|GO_0035194|biological_process
GO:0006501|pathway_to_biological_process|Post-translational modification: synthesis of GPI-anchored proteins|R-HSA-163125|pathway|biological_process|GO_0006501|biological_process
GO:0043687|pathway_to_biological_process|Post-translational protein modification|R-HSA-597592|pathway|biological_process|GO_0043687|biological_process
GO:0071805|pathway_to_biological_process|Potassium Channels|R-HSA-1296071|pathway|biological_process|GO_0071805|biological_process
GO:0006700|pathway_to_biological_process|Pregnenolone biosynthesis|R-HSA-196108|pathway|biological_process|GO_0006700|biological_process
