chr|end|id|source|source_url|start
chr21|13650000|CHR21_13550000_13650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|13550000
chr21|14200000|CHR21_13800000_14200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|13800000
chr21|15900000|CHR21_14200000_15900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|14200000
chr21|17650000|CHR21_15900000_17650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|15900000
chr21|18000000|CHR21_17650000_18000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|17650000
chr21|18300000|CHR21_18000000_18300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|18000000
chr21|21000000|CHR21_18300000_21000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|18300000
chr21|22900000|CHR21_21000000_22900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|21000000
chr21|23100000|CHR21_22900000_23100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|22900000
chr21|25450000|CHR21_23100000_25450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|23100000
chr21|25550000|CHR21_25450000_25550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|25450000
chr21|26750000|CHR21_25600000_26750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|25600000
chr21|29000000|CHR21_26750000_29000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|26750000
chr21|29400000|CHR21_29100000_29400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|29100000
chr21|29950000|CHR21_29400000_29950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|29400000
chr21|30300000|CHR21_29950000_30300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|29950000
chr21|31100000|CHR21_30300000_31100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|30300000
chr21|31200000|CHR21_31100000_31200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|31100000
chr21|31650000|CHR21_31200000_31650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|31200000
chr21|32250000|CHR21_31650000_32250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|31650000
chr21|32600000|CHR21_32300000_32600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|32300000
chr21|33500000|CHR21_32650000_33500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|32650000
chr21|34350000|CHR21_33600000_34350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|33600000
chr21|34700000|CHR21_34400000_34700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|34400000
chr21|36150000|CHR21_34700000_36150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|34700000
chr21|36350000|CHR21_36150000_36350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|36150000
chr21|37000000|CHR21_36400000_37000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|36400000
chr21|37700000|CHR21_37000000_37700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|37000000
chr21|38450000|CHR21_37700000_38450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|37700000
chr21|39500000|CHR21_38450000_39500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|38450000
chr21|41200000|CHR21_39500000_41200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|39500000
chr21|41800000|CHR21_41600000_41800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|41600000
chr21|42150000|CHR21_41800000_42150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|41800000
chr21|42600000|CHR21_42150000_42600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|42150000
chr21|42900000|CHR21_42600000_42900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|42600000
chr21|43200000|CHR21_42900000_43200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|42900000
chr21|44150000|CHR21_43750000_44150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|43750000
chr21|44350000|CHR21_44150000_44350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|44150000
chr21|44950000|CHR21_44350000_44950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|44350000
chr21|45150000|CHR21_44950000_45150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|44950000
chr21|46700000|CHR21_45150000_46700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|45150000
chr22|17600000|CHR22_16900000_17600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|16900000
chr22|18750000|CHR22_17600000_18750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|17600000
chr22|19700000|CHR22_18850000_19700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|18850000
chr22|20000000|CHR22_19750000_20000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|19750000
chr22|20800000|CHR22_20350000_20800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|20350000
chr22|21200000|CHR22_20800000_21200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|20800000
chr22|21950000|CHR22_21400000_21950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|21400000
chr22|23950000|CHR22_21950000_23950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|21950000
chr22|24450000|CHR22_24350000_24450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|24350000
chr22|24600000|CHR22_24450000_24600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|24450000
chr22|25850000|CHR22_24650000_25850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|24650000
chr22|26400000|CHR22_25850000_26400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|25850000
chr22|26700000|CHR22_26400000_26700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|26400000
chr22|27850000|CHR22_26700000_27850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|26700000
chr22|28650000|CHR22_27900000_28650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|27900000
chr22|29300000|CHR22_28650000_29300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|28650000
chr22|30500000|CHR22_29350000_30500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|29350000
chr22|31400000|CHR22_30650000_31400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|30650000
chr22|32000000|CHR22_31500000_32000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|31500000
chr22|32550000|CHR22_32000000_32550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|32000000
chr22|33100000|CHR22_32550000_33100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|32550000
chr22|33300000|CHR22_33100000_33300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|33100000
chr22|35350000|CHR22_33300000_35350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|33300000
chr22|36200000|CHR22_35350000_36200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|35350000
chr22|36500000|CHR22_36400000_36500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|36400000
chr22|37300000|CHR22_36550000_37300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|36550000
chr22|37650000|CHR22_37300000_37650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|37300000
chr22|38750000|CHR22_37650000_38750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|37650000
chr22|39450000|CHR22_38750000_39450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|38750000
chr22|40450000|CHR22_39550000_40450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|39550000
chr22|40900000|CHR22_40450000_40900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|40450000
chr22|41650000|CHR22_40950000_41650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|40950000
chr22|42000000|CHR22_41700000_42000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|41700000
chr22|42650000|CHR22_42000000_42650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|42000000
chr22|43250000|CHR22_42650000_43250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|42650000
chr22|43950000|CHR22_43250000_43950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|43250000
chr22|44850000|CHR22_43950000_44850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|43950000
chr22|45150000|CHR22_44850000_45150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|44850000
chr22|45600000|CHR22_45150000_45600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|45150000
chr22|46400000|CHR22_45600000_46400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|45600000
chr22|46800000|CHR22_46400000_46800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|46400000
chr22|49750000|CHR22_46800000_49750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|46800000
chr3|3200000|CHR3_50000_3200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|50000
chr3|4300000|CHR3_3200000_4300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|3200000
chr3|4700000|CHR3_4350000_4700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|4350000
chr3|5200000|CHR3_4700000_5200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|4700000
chr3|6900000|CHR3_5250000_6900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|5250000
chr3|8650000|CHR3_6900000_8650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|6900000
chr3|9400000|CHR3_8700000_9400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|8700000
chr3|10350000|CHR3_9400000_10350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|9400000
chr3|10800000|CHR3_10350000_10800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|10350000
chr3|11100000|CHR3_10800000_11100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|10800000
chr3|11900000|CHR3_11100000_11900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|11100000
chr3|12050000|CHR3_11900000_12050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|11900000
chr3|12600000|CHR3_12050000_12600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|12050000
chr3|12950000|CHR3_12600000_12950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|12600000
chr3|13050000|CHR3_12950000_13050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|12950000
chr3|14200000|CHR3_13050000_14200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|13050000
chr3|15050000|CHR3_14200000_15050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|14200000
chr3|15600000|CHR3_15100000_15600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|15100000
chr3|16250000|CHR3_15600000_16250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|15600000
chr3|16600000|CHR3_16300000_16600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|16300000
chr3|17250000|CHR3_16600000_17250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|16600000
chr3|17900000|CHR3_17450000_17900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|17450000
chr3|18500000|CHR3_17900000_18500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|17900000
chr3|19050000|CHR3_18500000_19050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|18500000
chr3|19900000|CHR3_19050000_19900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|19050000
chr3|20250000|CHR3_19900000_20250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|19900000
chr3|22200000|CHR3_20250000_22200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|20250000
chr3|24000000|CHR3_22200000_24000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|22200000
chr3|24700000|CHR3_24000000_24700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|24000000
chr3|25650000|CHR3_24750000_25650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|24750000
chr3|27150000|CHR3_25650000_27150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|25650000
chr3|27300000|CHR3_27150000_27300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|27150000
chr3|27750000|CHR3_27300000_27750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|27300000
chr3|28450000|CHR3_27750000_28450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|27750000
chr3|30050000|CHR3_28650000_30050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|28650000
chr3|30800000|CHR3_30050000_30800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|30050000
chr3|31600000|CHR3_30800000_31600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|30800000
chr3|32750000|CHR3_31600000_32750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|31600000
chr3|33150000|CHR3_32750000_33150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|32750000
chr3|33850000|CHR3_33150000_33850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|33150000
chr3|36750000|CHR3_33900000_36750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|33900000
chr3|37000000|CHR3_36750000_37000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|36750000
chr3|37400000|CHR3_37000000_37400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|37000000
chr3|37850000|CHR3_37500000_37850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|37500000
chr3|38050000|CHR3_37950000_38050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|37950000
chr3|38550000|CHR3_38050000_38550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|38050000
chr3|39100000|CHR3_38550000_39100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|38550000
chr3|39400000|CHR3_39100000_39400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|39100000
chr3|40350000|CHR3_39450000_40350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|39450000
chr3|42600000|CHR3_40350000_42600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|40350000
chr3|42950000|CHR3_42600000_42950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|42600000
chr3|44350000|CHR3_42950000_44350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|42950000
chr3|45050000|CHR3_44350000_45050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|44350000
chr3|45750000|CHR3_45050000_45750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|45050000
chr3|46700000|CHR3_45750000_46700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|45750000
chr3|46950000|CHR3_46700000_46950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|46700000
chr3|47400000|CHR3_46950000_47400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|46950000
chr3|47800000|CHR3_47450000_47800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|47450000
chr3|48250000|CHR3_47850000_48250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|47850000
chr3|48750000|CHR3_48250000_48750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|48250000
chr3|49000000|CHR3_48750000_49000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|48750000
chr3|50200000|CHR3_49100000_50200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|49100000
chr3|50300000|CHR3_50200000_50300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|50200000
chr3|51450000|CHR3_50350000_51450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|50350000
chr3|52000000|CHR3_51450000_52000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|51450000
chr3|52500000|CHR3_52000000_52500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|52000000
chr3|52750000|CHR3_52500000_52750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|52500000
chr3|53300000|CHR3_52750000_53300000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|52750000
chr3|53950000|CHR3_53300000_53950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|53300000
chr3|56550000|CHR3_53950000_56550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|53950000
chr3|57050000|CHR3_56600000_57050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|56600000
chr3|57600000|CHR3_57050000_57600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|57050000
chr3|58600000|CHR3_57600000_58600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|57600000
chr3|59950000|CHR3_58600000_59950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|58600000
chr3|61500000|CHR3_59950000_61500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|59950000
chr3|62250000|CHR3_61600000_62250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|61600000
chr3|62600000|CHR3_62350000_62600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|62350000
chr3|63350000|CHR3_62600000_63350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|62600000
chr3|63900000|CHR3_63350000_63900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|63350000
chr3|64050000|CHR3_63950000_64050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|63950000
chr3|64500000|CHR3_64050000_64500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|64050000
chr3|65850000|CHR3_64550000_65850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|64550000
chr3|66900000|CHR3_66250000_66900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|66250000
chr3|69000000|CHR3_66900000_69000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|66900000
chr3|70000000|CHR3_69050000_70000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|69050000
chr3|71700000|CHR3_70050000_71700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|70050000
chr3|73100000|CHR3_71750000_73100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|71750000
chr3|73900000|CHR3_73150000_73900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|73150000
chr3|75600000|CHR3_73900000_75600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|73900000
chr3|76750000|CHR3_75750000_76750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|75750000
chr3|76900000|CHR3_76750000_76900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|76750000
chr3|77050000|CHR3_76900000_77050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|76900000
chr3|78650000|CHR3_77050000_78650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|77050000
chr3|79500000|CHR3_78700000_79500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|78700000
chr3|81350000|CHR3_79550000_81350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|79550000
chr3|83600000|CHR3_81350000_83600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|81350000
chr3|85700000|CHR3_83600000_85700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|83600000
chr3|86700000|CHR3_85900000_86700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|85900000
chr3|87250000|CHR3_86800000_87250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|86800000
chr3|88250000|CHR3_87250000_88250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|87250000
chr3|90450000|CHR3_88250000_90450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|88250000
chr3|97750000|CHR3_93800000_97750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|93800000
chr3|97900000|CHR3_97800000_97900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|97800000
chr3|98050000|CHR3_97900000_98050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|97900000
chr3|98600000|CHR3_98050000_98600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|98050000
chr3|99850000|CHR3_98600000_99850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|98600000
chr3|100250000|CHR3_99850000_100250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|99850000
chr3|100750000|CHR3_100300000_100750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|100300000
chr3|101750000|CHR3_100750000_101750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|100750000
chr3|102200000|CHR3_101750000_102200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|101750000
chr3|102600000|CHR3_102250000_102600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|102250000
chr3|104000000|CHR3_102600000_104000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|102600000
chr3|105500000|CHR3_104100000_105500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|104100000
chr3|107150000|CHR3_105650000_107150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|105650000
chr3|108650000|CHR3_107200000_108650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|107200000
chr3|109000000|CHR3_108650000_109000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|108650000
chr3|111650000|CHR3_109000000_111650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|109000000
chr3|112100000|CHR3_111650000_112100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|111650000
chr3|112550000|CHR3_112100000_112550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|112100000
chr3|113000000|CHR3_112550000_113000000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|112550000
chr3|113750000|CHR3_113050000_113750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|113050000
chr3|114100000|CHR3_113850000_114100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|113850000
chr3|115850000|CHR3_114100000_115850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|114100000
chr3|116800000|CHR3_115850000_116800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|115850000
chr3|118900000|CHR3_116800000_118900000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|116800000
chr3|119150000|CHR3_118900000_119150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|118900000
chr3|119750000|CHR3_119150000_119750000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|119150000
chr3|119850000|CHR3_119750000_119850000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|119750000
chr3|120250000|CHR3_119850000_120250000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|119850000
chr3|120600000|CHR3_120250000_120600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|120250000
chr3|121550000|CHR3_120600000_121550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|120600000
chr3|122350000|CHR3_121550000_122350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|121550000
chr3|123600000|CHR3_122400000_123600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|122400000
chr3|124700000|CHR3_123600000_124700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|123600000
chr3|125650000|CHR3_124750000_125650000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|124750000
chr3|126500000|CHR3_125650000_126500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|125650000
chr3|127550000|CHR3_126500000_127550000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|126500000
chr3|128050000|CHR3_127600000_128050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|127600000
chr3|128600000|CHR3_128100000_128600000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|128100000
chr3|128950000|CHR3_128650000_128950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|128650000
chr3|129350000|CHR3_128950000_129350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|128950000
chr3|130100000|CHR3_129350000_130100000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|129350000
chr3|132450000|CHR3_130150000_132450000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|130150000
chr3|132700000|CHR3_132450000_132700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|132450000
chr3|133700000|CHR3_132700000_133700000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|132700000
chr3|133800000|CHR3_133700000_133800000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|133700000
chr3|134500000|CHR3_133800000_134500000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|133800000
chr3|135950000|CHR3_134550000_135950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|134550000
chr3|137050000|CHR3_136050000_137050000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|136050000
chr3|138150000|CHR3_137050000_138150000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|137050000
chr3|138950000|CHR3_138150000_138950000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|138150000
chr3|139350000|CHR3_138950000_139350000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|138950000
chr3|141200000|CHR3_139400000_141200000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|139400000
chr3|142400000|CHR3_141250000_142400000_GRCH38|TADMap|https://cb.csail.mit.edu/cb/tadmap/|141250000
