chr|end|id|rna_type|source|source_url|start|taxon_id
chr1|9203729|URS0000EC1D18|lncRNA|RNAcentral|https://rnacentral.org/downloads|9199010|9606
chr1|9203616|URS0002A281BA|lncRNA|RNAcentral|https://rnacentral.org/downloads|9200784|9606
chr1|9203619|URS0002A4BA14|lncRNA|RNAcentral|https://rnacentral.org/downloads|9201125|9606
chr1|9203229|URS0002A666DB|lncRNA|RNAcentral|https://rnacentral.org/downloads|9201437|9606
chr1|9202939|URS0002A21BC8|lncRNA|RNAcentral|https://rnacentral.org/downloads|9201450|9606
chr1|9202826|URS0002A32097|lncRNA|RNAcentral|https://rnacentral.org/downloads|9202159|9606
chr1|9217592|URS000051813E|piRNA|RNAcentral|https://rnacentral.org/downloads|9217564|9606
chr1|9232646|URS000040DA09|piRNA|RNAcentral|https://rnacentral.org/downloads|9232616|9606
chr1|9234607|URS0000D5D921|lncRNA|RNAcentral|https://rnacentral.org/downloads|9233183|9606
chr1|9234607|URS0000D5D921|lncRNA|RNAcentral|https://rnacentral.org/downloads|9233184|9606
chr1|9234566|URS00008B3D41|lncRNA|RNAcentral|https://rnacentral.org/downloads|9234301|9606
chr1|9242744|URS0000EA5FBE|lncRNA|RNAcentral|https://rnacentral.org/downloads|9238212|9606
chr1|9239210|URS0000906141|SRP_RNA|RNAcentral|https://rnacentral.org/downloads|9239063|9606
chr1|9242838|URS0000E9DE2C|lncRNA|RNAcentral|https://rnacentral.org/downloads|9241590|9606
chr1|9243229|URS0000EB803C|lncRNA|RNAcentral|https://rnacentral.org/downloads|9241590|9606
chr1|9242715|URS0002A6125F|lncRNA|RNAcentral|https://rnacentral.org/downloads|9241960|9606
chr1|9242706|URS0002A23794|lncRNA|RNAcentral|https://rnacentral.org/downloads|9241963|9606
chr1|9242942|URS000233C992|lncRNA|RNAcentral|https://rnacentral.org/downloads|9241963|9606
chr1|9262148|URS00019B02D6|lncRNA|RNAcentral|https://rnacentral.org/downloads|9245542|9606
chr1|9247083|URS00001C4A27|piRNA|RNAcentral|https://rnacentral.org/downloads|9247054|9606
chr1|9260879|URS0000E9B506|lncRNA|RNAcentral|https://rnacentral.org/downloads|9258492|9606
chr1|9260879|URS0000EBB08E|lncRNA|RNAcentral|https://rnacentral.org/downloads|9259815|9606
chr1|9263228|URS000233612B|lncRNA|RNAcentral|https://rnacentral.org/downloads|9262924|9606
chr1|9264861|URS00003EDE5E|piRNA|RNAcentral|https://rnacentral.org/downloads|9264835|9606
chr1|9271337|URS00008B6466|lncRNA|RNAcentral|https://rnacentral.org/downloads|9265529|9606
chr1|9266759|URS000031FB36|piRNA|RNAcentral|https://rnacentral.org/downloads|9266733|9606
chr1|9277270|URS0000EB7416|lncRNA|RNAcentral|https://rnacentral.org/downloads|9274637|9606
chr1|9277858|URS00002DE47A|piRNA|RNAcentral|https://rnacentral.org/downloads|9277831|9606
chr1|9313385|URS0002869D49|snoRNA|RNAcentral|https://rnacentral.org/downloads|9313135|9606
chr1|9313385|URS0000424B61|snRNA|RNAcentral|https://rnacentral.org/downloads|9313306|9606
chr1|9334689|URS0002A54E00|lncRNA|RNAcentral|https://rnacentral.org/downloads|9321174|9606
chr1|9334249|URS00009903F5|SRP_RNA|RNAcentral|https://rnacentral.org/downloads|9334102|9606
chr1|9334504|URS00000B4631|piRNA|RNAcentral|https://rnacentral.org/downloads|9334477|9606
chr1|9351618|URS00008BD572|lncRNA|RNAcentral|https://rnacentral.org/downloads|9347656|9606
chr1|9371744|URS0002A6C475|lncRNA|RNAcentral|https://rnacentral.org/downloads|9370608|9606
chr1|9371744|URS0002A5CD09|lncRNA|RNAcentral|https://rnacentral.org/downloads|9370617|9606
chr1|9373541|URS0002A441EB|lncRNA|RNAcentral|https://rnacentral.org/downloads|9370617|9606
chr1|9375157|URS0002A23CDF|lncRNA|RNAcentral|https://rnacentral.org/downloads|9371972|9606
chr1|9375157|URS0002A6AFA7|lncRNA|RNAcentral|https://rnacentral.org/downloads|9371972|9606
chr1|9382892|URS0000EC2243|lncRNA|RNAcentral|https://rnacentral.org/downloads|9376623|9606
chr1|9417950|URS000233EC0E|lncRNA|RNAcentral|https://rnacentral.org/downloads|9403775|9606
chr1|9417950|URS00023436B7|lncRNA|RNAcentral|https://rnacentral.org/downloads|9403775|9606
chr1|9417950|URS000233882F|lncRNA|RNAcentral|https://rnacentral.org/downloads|9410349|9606
chr1|9417880|URS0002A1AB5A|lncRNA|RNAcentral|https://rnacentral.org/downloads|9410613|9606
chr1|9417950|URS0002336FC2|lncRNA|RNAcentral|https://rnacentral.org/downloads|9413450|9606
chr1|9417950|URS00023419FF|lncRNA|RNAcentral|https://rnacentral.org/downloads|9413450|9606
chr1|9417880|URS0002A59BCD|lncRNA|RNAcentral|https://rnacentral.org/downloads|9414374|9606
chr1|9427012|URS00008B971B|lncRNA|RNAcentral|https://rnacentral.org/downloads|9414562|9606
chr1|9427012|URS00008B971B|lncRNA|RNAcentral|https://rnacentral.org/downloads|9414563|9606
chr1|9415064|URS00000B4631|piRNA|RNAcentral|https://rnacentral.org/downloads|9415037|9606
chr1|9430665|URS0000E9F19C|lncRNA|RNAcentral|https://rnacentral.org/downloads|9419243|9606
chr1|9430665|URS0000EA0114|lncRNA|RNAcentral|https://rnacentral.org/downloads|9419243|9606
chr1|9423411|URS0000E9C9D2|lncRNA|RNAcentral|https://rnacentral.org/downloads|9420761|9606
chr1|9429580|URS000233D8F4|lncRNA|RNAcentral|https://rnacentral.org/downloads|9420988|9606
chr1|9422862|URS0000BCFC87|lncRNA|RNAcentral|https://rnacentral.org/downloads|9421097|9606
chr1|9422862|URS0000BCFC87|lncRNA|RNAcentral|https://rnacentral.org/downloads|9421098|9606
chr1|9422862|URS000252210C|sRNA|RNAcentral|https://rnacentral.org/downloads|9421098|9606
chr1|9422862|URS00025ADE62|lncRNA|RNAcentral|https://rnacentral.org/downloads|9421098|9606
chr1|9426259|URS0000EABA9B|lncRNA|RNAcentral|https://rnacentral.org/downloads|9422184|9606
chr1|9428914|URS000234114F|lncRNA|RNAcentral|https://rnacentral.org/downloads|9422184|9606
chr1|9429061|URS0002339E86|lncRNA|RNAcentral|https://rnacentral.org/downloads|9422184|9606
chr1|9439115|URS0000E9AEAB|lncRNA|RNAcentral|https://rnacentral.org/downloads|9422184|9606
chr1|9426082|URS00008B9D56|lncRNA|RNAcentral|https://rnacentral.org/downloads|9423310|9606
chr1|9426082|URS00008B9D56|lncRNA|RNAcentral|https://rnacentral.org/downloads|9423311|9606
chr1|9426058|URS00008BF502|lncRNA|RNAcentral|https://rnacentral.org/downloads|9423678|9606
chr1|9426058|URS00008BF502|lncRNA|RNAcentral|https://rnacentral.org/downloads|9423679|9606
chr1|9428965|URS000234512A|lncRNA|RNAcentral|https://rnacentral.org/downloads|9424721|9606
chr1|9428972|URS000233A777|lncRNA|RNAcentral|https://rnacentral.org/downloads|9424721|9606
chr1|9440458|URS0002339CB7|lncRNA|RNAcentral|https://rnacentral.org/downloads|9424721|9606
chr1|9446868|URS000233AAFA|lncRNA|RNAcentral|https://rnacentral.org/downloads|9424721|9606
chr1|9450250|URS0002336D72|lncRNA|RNAcentral|https://rnacentral.org/downloads|9424721|9606
chr1|9454938|URS000233E6F2|lncRNA|RNAcentral|https://rnacentral.org/downloads|9424721|9606
chr1|9454938|URS00023411F7|lncRNA|RNAcentral|https://rnacentral.org/downloads|9424721|9606
chr1|9455867|URS00023387EB|lncRNA|RNAcentral|https://rnacentral.org/downloads|9424721|9606
chr1|9455924|URS0002345B8B|lncRNA|RNAcentral|https://rnacentral.org/downloads|9424721|9606
chr1|9456727|URS0002343D6B|lncRNA|RNAcentral|https://rnacentral.org/downloads|9424721|9606
chr1|9456727|URS0002347927|lncRNA|RNAcentral|https://rnacentral.org/downloads|9424721|9606
chr1|9428916|URS00009BF928|lncRNA|RNAcentral|https://rnacentral.org/downloads|9425093|9606
chr1|9428996|URS0000D59F46|lncRNA|RNAcentral|https://rnacentral.org/downloads|9425093|9606
chr1|9429075|URS0000BD429C|lncRNA|RNAcentral|https://rnacentral.org/downloads|9425093|9606
chr1|9428916|URS00007E4AEC|lncRNA|RNAcentral|https://rnacentral.org/downloads|9425094|9606
chr1|9428916|URS00009BF928|lncRNA|RNAcentral|https://rnacentral.org/downloads|9425094|9606
chr1|9428996|URS00007E428E|lncRNA|RNAcentral|https://rnacentral.org/downloads|9425094|9606
chr1|9428996|URS0000D59F46|lncRNA|RNAcentral|https://rnacentral.org/downloads|9425094|9606
chr1|9429075|URS0000BD429C|lncRNA|RNAcentral|https://rnacentral.org/downloads|9425094|9606
chr1|9429075|URS00022296AA|lncRNA|RNAcentral|https://rnacentral.org/downloads|9425094|9606
chr1|9429075|URS0002552C5C|sRNA|RNAcentral|https://rnacentral.org/downloads|9425094|9606
chr1|9429075|URS000259ECEF|lncRNA|RNAcentral|https://rnacentral.org/downloads|9425094|9606
chr1|9440564|URS00022227AE|lncRNA|RNAcentral|https://rnacentral.org/downloads|9425094|9606
chr1|9428954|URS0002A1AB48|lncRNA|RNAcentral|https://rnacentral.org/downloads|9425096|9606
chr1|9428944|URS00008BE22F|lncRNA|RNAcentral|https://rnacentral.org/downloads|9426292|9606
chr1|9440564|URS0000BD6447|lncRNA|RNAcentral|https://rnacentral.org/downloads|9426648|9606
chr1|9440564|URS0000BD6447|lncRNA|RNAcentral|https://rnacentral.org/downloads|9426649|9606
chr1|9440564|URS00025C60F3|sRNA|RNAcentral|https://rnacentral.org/downloads|9426649|9606
chr1|9440564|URS00025DD256|lncRNA|RNAcentral|https://rnacentral.org/downloads|9426649|9606
chr1|9428916|URS0000BD32A7|lncRNA|RNAcentral|https://rnacentral.org/downloads|9426974|9606
chr1|9428916|URS0000BD32A7|lncRNA|RNAcentral|https://rnacentral.org/downloads|9426975|9606
chr1|9428916|URS000257E530|lncRNA|RNAcentral|https://rnacentral.org/downloads|9426975|9606
chr1|9428965|URS0002A2841D|lncRNA|RNAcentral|https://rnacentral.org/downloads|9427080|9606
chr1|9455647|URS0002A46DFB|lncRNA|RNAcentral|https://rnacentral.org/downloads|9427231|9606
chr1|9455635|URS0002A526BD|lncRNA|RNAcentral|https://rnacentral.org/downloads|9427234|9606
chr1|9428889|URS0002A58DD8|lncRNA|RNAcentral|https://rnacentral.org/downloads|9428011|9606
chr1|9428964|URS0002A1EE69|lncRNA|RNAcentral|https://rnacentral.org/downloads|9428011|9606
chr1|9428994|URS0002A3CD43|lncRNA|RNAcentral|https://rnacentral.org/downloads|9428011|9606
chr1|9429071|URS0002A47BD5|lncRNA|RNAcentral|https://rnacentral.org/downloads|9428011|9606
chr1|9428880|URS0002A427BA|lncRNA|RNAcentral|https://rnacentral.org/downloads|9428018|9606
chr1|9428944|URS0002A244C4|lncRNA|RNAcentral|https://rnacentral.org/downloads|9428025|9606
chr1|9449817|URS0000E9E86F|lncRNA|RNAcentral|https://rnacentral.org/downloads|9428511|9606
chr1|9445103|URS0000E9AD00|lncRNA|RNAcentral|https://rnacentral.org/downloads|9438213|9606
chr1|9445142|URS0002A60A36|lncRNA|RNAcentral|https://rnacentral.org/downloads|9438728|9606
chr1|9449817|URS0000EBBC92|lncRNA|RNAcentral|https://rnacentral.org/downloads|9438748|9606
chr1|9445106|URS0002A25BA7|lncRNA|RNAcentral|https://rnacentral.org/downloads|9438849|9606
chr1|9445103|URS0000EB5295|lncRNA|RNAcentral|https://rnacentral.org/downloads|9438965|9606
chr1|9455613|URS0002A53B52|lncRNA|RNAcentral|https://rnacentral.org/downloads|9440313|9606
chr1|9455604|URS0002A6BCEC|lncRNA|RNAcentral|https://rnacentral.org/downloads|9440430|9606
chr1|9445253|URS0002346D2F|lncRNA|RNAcentral|https://rnacentral.org/downloads|9442782|9606
chr1|9445143|URS0002A4BADB|lncRNA|RNAcentral|https://rnacentral.org/downloads|9442819|9606
chr1|9455655|URS0002A66A93|lncRNA|RNAcentral|https://rnacentral.org/downloads|9444476|9606
chr1|9449491|URS0002A4C715|lncRNA|RNAcentral|https://rnacentral.org/downloads|9448629|9606
chr1|9455635|URS0002A64A4A|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449068|9606
chr1|9455642|URS0002A230E4|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449068|9606
chr1|9455910|URS0002A29EDA|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449070|9606
chr1|9450456|URS0002A58047|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449071|9606
chr1|9455647|URS0002A2BB96|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449071|9606
chr1|9455708|URS0002A57D1A|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449071|9606
chr1|9450317|URS0002A16194|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449077|9606
chr1|9450418|URS0002A3E732|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449077|9606
chr1|9454890|URS0002A17C88|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449077|9606
chr1|9455603|URS0002A62E1E|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449077|9606
chr1|9455638|URS0002A2D109|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449077|9606
chr1|9455603|URS0002A45725|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449080|9606
chr1|9454857|URS00008BFB18|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449193|9606
chr1|9454857|URS00008BFB18|lncRNA|RNAcentral|https://rnacentral.org/downloads|9449194|9606
chr1|9452818|URS00008B63D6|lncRNA|RNAcentral|https://rnacentral.org/downloads|9452283|9606
chr1|9452818|URS00008B63D6|lncRNA|RNAcentral|https://rnacentral.org/downloads|9452284|9606
chr1|9503503|URS0002344C93|lncRNA|RNAcentral|https://rnacentral.org/downloads|9458859|9606
chr1|9503475|URS0002339F63|lncRNA|RNAcentral|https://rnacentral.org/downloads|9458860|9606
chr1|9465376|URS000336FB3F|SRP_RNA|RNAcentral|https://rnacentral.org/downloads|9465229|9606
chr1|9467370|URS0002A1EE2E|lncRNA|RNAcentral|https://rnacentral.org/downloads|9466645|9606
chr1|9467383|URS0000EBFB1F|lncRNA|RNAcentral|https://rnacentral.org/downloads|9466662|9606
chr1|9467311|URS000233DD2F|lncRNA|RNAcentral|https://rnacentral.org/downloads|9466829|9606
chr1|9468847|URS0000938AE0|SRP_RNA|RNAcentral|https://rnacentral.org/downloads|9468731|9606
chr1|9476214|URS0000EA36BF|lncRNA|RNAcentral|https://rnacentral.org/downloads|9473727|9606
chr1|9475093|URS0000981631|SRP_RNA|RNAcentral|https://rnacentral.org/downloads|9474946|9606
chr1|9492604|URS0002A299D6|lncRNA|RNAcentral|https://rnacentral.org/downloads|9490342|9606
chr1|9496480|URS000040DA09|piRNA|RNAcentral|https://rnacentral.org/downloads|9496450|9606
chr1|9503571|URS0000EB2AAC|lncRNA|RNAcentral|https://rnacentral.org/downloads|9500285|9606
chr1|9504738|URS0000E93BE0|lncRNA|RNAcentral|https://rnacentral.org/downloads|9500285|9606
chr1|9505122|URS0000EA55C4|lncRNA|RNAcentral|https://rnacentral.org/downloads|9500285|9606
chr1|9505487|URS0000EB3004|lncRNA|RNAcentral|https://rnacentral.org/downloads|9500285|9606
chr1|9503475|URS00009BAFD2|lncRNA|RNAcentral|https://rnacentral.org/downloads|9500750|9606
chr1|9503503|URS0002340D82|lncRNA|RNAcentral|https://rnacentral.org/downloads|9500752|9606
chr1|9503536|URS0002A24E8E|lncRNA|RNAcentral|https://rnacentral.org/downloads|9500754|9606
chr1|9503471|URS00005E01EA|lncRNA|RNAcentral|https://rnacentral.org/downloads|9501091|9606
chr1|9503380|URS0002346F53|lncRNA|RNAcentral|https://rnacentral.org/downloads|9501092|9606
chr1|9503471|URS00005E01EA|lncRNA|RNAcentral|https://rnacentral.org/downloads|9501092|9606
chr1|9503471|URS00025E0DBE|sRNA|RNAcentral|https://rnacentral.org/downloads|9501092|9606
chr1|9517072|URS0000220C5A|misc_RNA|RNAcentral|https://rnacentral.org/downloads|9516955|9606
chr1|9517073|URS000036CF83|misc_RNA|RNAcentral|https://rnacentral.org/downloads|9516955|9606
chr1|9521297|URS000040DA09|piRNA|RNAcentral|https://rnacentral.org/downloads|9521267|9606
chr1|9532552|URS000051813E|piRNA|RNAcentral|https://rnacentral.org/downloads|9532524|9606
chr1|9563159|URS00003432D7|piRNA|RNAcentral|https://rnacentral.org/downloads|9563130|9606
chr1|9581555|URS000233D8A3|lncRNA|RNAcentral|https://rnacentral.org/downloads|9575277|9606
chr1|9585171|URS000233A6DE|lncRNA|RNAcentral|https://rnacentral.org/downloads|9575366|9606
chr1|9580856|URS000095BE9E|SRP_RNA|RNAcentral|https://rnacentral.org/downloads|9580710|9606
chr1|9582212|URS0000923F7E|SRP_RNA|RNAcentral|https://rnacentral.org/downloads|9582096|9606
chr1|9585180|URS0000EA8D27|lncRNA|RNAcentral|https://rnacentral.org/downloads|9582701|9606
chr1|9610156|URS00008BE13D|lncRNA|RNAcentral|https://rnacentral.org/downloads|9595012|9606
chr1|9610156|URS00008BE13D|lncRNA|RNAcentral|https://rnacentral.org/downloads|9595013|9606
chr1|9602308|URS0001BDF62D|lncRNA|RNAcentral|https://rnacentral.org/downloads|9602067|9606
chr1|9622313|URS00008B9A02|lncRNA|RNAcentral|https://rnacentral.org/downloads|9616714|9606
chr1|9622313|URS00008B9A02|lncRNA|RNAcentral|https://rnacentral.org/downloads|9616715|9606
chr1|9622208|URS0000EBE725|lncRNA|RNAcentral|https://rnacentral.org/downloads|9616724|9606
chr1|9620791|URS0000940FCE|SRP_RNA|RNAcentral|https://rnacentral.org/downloads|9620646|9606
chr1|9625233|URS000093BF2A|SRP_RNA|RNAcentral|https://rnacentral.org/downloads|9625091|9606
chr1|9629572|URS0000E918AB|lncRNA|RNAcentral|https://rnacentral.org/downloads|9627905|9606
chr1|9629425|URS0002A58492|lncRNA|RNAcentral|https://rnacentral.org/downloads|9628393|9606
chr1|9629428|URS000233A7C5|lncRNA|RNAcentral|https://rnacentral.org/downloads|9628447|9606
chr1|9642482|URS0000EBA7C8|lncRNA|RNAcentral|https://rnacentral.org/downloads|9638796|9606
chr1|9643448|URS0000EB41A2|lncRNA|RNAcentral|https://rnacentral.org/downloads|9642585|9606
chr1|9642924|URS0000483386|piRNA|RNAcentral|https://rnacentral.org/downloads|9642897|9606
chr1|9654586|URS00007D8F0D|lncRNA|RNAcentral|https://rnacentral.org/downloads|9652609|9606
chr1|9654586|URS000075D430|lncRNA|RNAcentral|https://rnacentral.org/downloads|9652610|9606
chr1|9654586|URS00007D8F0D|lncRNA|RNAcentral|https://rnacentral.org/downloads|9652610|9606
chr1|9654586|URS00025D4366|lncRNA|RNAcentral|https://rnacentral.org/downloads|9652610|9606
chr1|9656778|URS000098F191|SRP_RNA|RNAcentral|https://rnacentral.org/downloads|9656662|9606
chr1|9662626|URS00008BE3ED|lncRNA|RNAcentral|https://rnacentral.org/downloads|9660827|9606
chr1|9678470|URS0000E9A527|lncRNA|RNAcentral|https://rnacentral.org/downloads|9660953|9606
chr1|9687564|URS0000D5B1C1|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672401|9606
chr1|9687564|URS0000D5B1C1|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672402|9606
chr1|9687586|URS0000EA2AD7|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672402|9606
chr1|9687588|URS0000E941D6|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672402|9606
chr1|9672800|URS0000EAE5ED|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672404|9606
chr1|9675580|URS0002A28B29|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672405|9606
chr1|9687564|URS00023447F1|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672405|9606
chr1|9687565|URS0002A48462|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672405|9606
chr1|9687583|URS0002A26575|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672405|9606
chr1|9687604|URS0002A40ECC|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672405|9606
chr1|9687555|URS00004F330C|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672425|9606
chr1|9687564|URS0000D5B10E|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672425|9606
chr1|9687574|URS00007E3AB1|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672425|9606
chr1|9687574|URS00007E3AB7|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672425|9606
chr1|9687548|URS000233B57D|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672426|9606
chr1|9687555|URS00004F330C|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672426|9606
chr1|9687555|URS00025A8265|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672426|9606
chr1|9687564|URS0000D5B10E|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672426|9606
chr1|9687574|URS00007E3AB1|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672426|9606
chr1|9687574|URS00007E3AB7|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672426|9606
chr1|9687569|URS00008B3F76|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672427|9606
chr1|9687569|URS00008BEE47|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672427|9606
chr1|9687569|URS00008B3F76|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672428|9606
chr1|9687569|URS00008BEE47|lncRNA|RNAcentral|https://rnacentral.org/downloads|9672428|9606
chr1|9687564|URS0000D59881|lncRNA|RNAcentral|https://rnacentral.org/downloads|9675402|9606
chr1|9689418|URS0000D5C189|lncRNA|RNAcentral|https://rnacentral.org/downloads|9675402|9606
chr1|9687564|URS0000D59881|lncRNA|RNAcentral|https://rnacentral.org/downloads|9675403|9606
chr1|9689418|URS0000D5C189|lncRNA|RNAcentral|https://rnacentral.org/downloads|9675403|9606
chr1|9687564|URS0000D5AEC6|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679231|9606
chr1|9687564|URS0000D5CFBC|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679231|9606
chr1|9687564|URS0000D5AEC6|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679232|9606
chr1|9687564|URS0000D5CFBC|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679232|9606
chr1|9687586|URS0000E973DC|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679232|9606
chr1|9687586|URS0000EA4B8F|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679232|9606
chr1|9687586|URS0000EB872E|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679232|9606
chr1|9687586|URS0000EBB5BC|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679232|9606
chr1|9687586|URS0000EBC3DF|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679232|9606
chr1|9687593|URS0000E913D7|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679232|9606
chr1|9687593|URS0000EB24ED|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679232|9606
chr1|9687564|URS0002346BF1|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679730|9606
chr1|9687574|URS00008BE1CE|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679799|9606
chr1|9687574|URS00008BE1CE|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679800|9606
chr1|9687575|URS00009BC47C|lncRNA|RNAcentral|https://rnacentral.org/downloads|9679801|9606
chr1|9687568|URS0002226C29|lncRNA|RNAcentral|https://rnacentral.org/downloads|9680454|9606
chr1|9687574|URS0000D5A7BA|lncRNA|RNAcentral|https://rnacentral.org/downloads|9680844|9606
chr1|9687574|URS00007E3A98|lncRNA|RNAcentral|https://rnacentral.org/downloads|9680845|9606
chr1|9687574|URS0000D5A7BA|lncRNA|RNAcentral|https://rnacentral.org/downloads|9680845|9606
chr1|9691946|URS00008B8972|lncRNA|RNAcentral|https://rnacentral.org/downloads|9688175|9606
chr1|9695845|URS00009AB1D6|SRP_RNA|RNAcentral|https://rnacentral.org/downloads|9695696|9606
chr1|9703721|URS0000EB61CC|lncRNA|RNAcentral|https://rnacentral.org/downloads|9701164|9606
chr1|9730703|URS0001F1C7A7|lncRNA|RNAcentral|https://rnacentral.org/downloads|9730474|9606
chr1|9736018|URS00009B2A0B|lncRNA|RNAcentral|https://rnacentral.org/downloads|9734072|9606
chr1|9739827|URS0000EA6F7B|lncRNA|RNAcentral|https://rnacentral.org/downloads|9738451|9606
chr1|9742907|URS000096ADF3|SRP_RNA|RNAcentral|https://rnacentral.org/downloads|9742762|9606
chr1|9750167|URS0000D6E6A3|lncRNA|RNAcentral|https://rnacentral.org/downloads|9749487|9606
chr1|9762296|URS0003188BA9|SRP_RNA|RNAcentral|https://rnacentral.org/downloads|9762181|9606
chr1|9772741|URS00008BA2C5|lncRNA|RNAcentral|https://rnacentral.org/downloads|9770905|9606
chr1|9772741|URS00008BA2C5|lncRNA|RNAcentral|https://rnacentral.org/downloads|9770906|9606
chr1|9781240|URS00008B939B|lncRNA|RNAcentral|https://rnacentral.org/downloads|9780821|9606
chr1|9795321|URS000040DA09|piRNA|RNAcentral|https://rnacentral.org/downloads|9795291|9606
chr1|9812653|URS000039655E|piRNA|RNAcentral|https://rnacentral.org/downloads|9812626|9606
chr1|9826302|URS0000EBE9BD|lncRNA|RNAcentral|https://rnacentral.org/downloads|9825186|9606
chr1|9828271|URS0000EAE9D7|lncRNA|RNAcentral|https://rnacentral.org/downloads|9826289|9606
chr1|9828156|URS000233C3DD|lncRNA|RNAcentral|https://rnacentral.org/downloads|9827471|9606
chr1|9850060|URS0000EC1996|lncRNA|RNAcentral|https://rnacentral.org/downloads|9827698|9606
chr1|9844250|URS0000E938DD|lncRNA|RNAcentral|https://rnacentral.org/downloads|9843183|9606
chr1|9850060|URS0000EA646D|lncRNA|RNAcentral|https://rnacentral.org/downloads|9843795|9606
chr1|9850060|URS0000EB6C78|lncRNA|RNAcentral|https://rnacentral.org/downloads|9846286|9606
chr1|9850060|URS0000EC0182|lncRNA|RNAcentral|https://rnacentral.org/downloads|9848272|9606
chr1|9850802|URS00008B2E9F|lncRNA|RNAcentral|https://rnacentral.org/downloads|9848283|9606
chr1|9850154|URS000031D7F4|lncRNA|RNAcentral|https://rnacentral.org/downloads|9848317|9606
chr1|9850154|URS000031D7F4|lncRNA|RNAcentral|https://rnacentral.org/downloads|9848318|9606
chr1|9850154|URS00025747CC|sRNA|RNAcentral|https://rnacentral.org/downloads|9848318|9606
chr1|9850154|URS00025ADD7C|lncRNA|RNAcentral|https://rnacentral.org/downloads|9848318|9606
chr1|9850155|URS00009BA86D|lncRNA|RNAcentral|https://rnacentral.org/downloads|9848319|9606
chr1|9855490|URS0002348222|lncRNA|RNAcentral|https://rnacentral.org/downloads|9850773|9606
chr1|9855490|URS000233B51D|lncRNA|RNAcentral|https://rnacentral.org/downloads|9850784|9606
chr1|9855489|URS000233CFCD|lncRNA|RNAcentral|https://rnacentral.org/downloads|9850847|9606
chr1|9851922|URS00008BB45D|lncRNA|RNAcentral|https://rnacentral.org/downloads|9851649|9606
chr1|9851922|URS00008BB45D|lncRNA|RNAcentral|https://rnacentral.org/downloads|9851650|9606
chr1|9866498|URS00004CABC2|piRNA|RNAcentral|https://rnacentral.org/downloads|9866468|9606
chr1|9866498|URS00005D34B8|piRNA|RNAcentral|https://rnacentral.org/downloads|9866470|9606
chr1|9875590|URS000050033D|piRNA|RNAcentral|https://rnacentral.org/downloads|9875565|9606
chr1|9890340|URS0000EA6AA0|lncRNA|RNAcentral|https://rnacentral.org/downloads|9887161|9606
chr1|9899036|URS00003048A7|piRNA|RNAcentral|https://rnacentral.org/downloads|9899008|9606
